#average population#live births#deaths#natural change#crude birth rate (per 1000)#crude death rate (per 1000)#natural change (per 1000)
1934#51 000#664#768#- 104#13.0#15.1#- 2.0
1935#51 000#666#772#- 106#13.1#15.1#- 2.1
1936#51 000#668#807#- 139#13.1#15.8#- 2.7
1937#51 000#644#821#- 177#12.6#16.1#- 3.5
1942#53 000#883#820#63#16.7#15.5#1.2
1948#54 000#821#801#20#15.2#14.8#0.4
1949#54 000#840#790#50#15.6#14.6#0.9
1950#55 000#849#762#87#15.4#13.9#1.6
1951#55 000#837#867#- 30#15.2#15.8#- 0.5
1952#54 000#806#803#3#14.9#14.9#0.1
1953#54 000#719#764#- 45#13.3#14.1#- 0.8
1954#53 000#625#829#- 204#11.8#15.6#- 3.8
1955#52 000#615#772#- 157#11.8#14.8#- 3.0
1956#51 000#632#836#- 204#12.4#16.4#- 4.0
1957#51 000#632#748#- 116#12.4#14.7#- 2.3
1958#50 000#662#735#- 73#13.2#14.7#- 1.5
1959#49 000#641#760#- 119#13.1#15.5#- 2.4
1960#48 000#683#808#- 125#14.2#16.8#- 2.6
1961#47 200#663#859#- 196#13.8#17.9#- 4.1
1962#47 600#675#795#- 120#14.1#16.6#- 2.5
1963#48 000#708#848#- 140#14.8#17.7#- 2.9
1964#48 500#687#768#- 81#14.3#16.0#- 1.7
1965#48 900#712#844#- 132#14.5#17.2#- 2.7
1966#49 300#642#842#- 200#12.8#16.8#- 4.0
1967#50 100#702#867#- 165#13.7#16.9#- 3.2
1968#50 900#686#868#- 182#13.2#16.7#- 3.5
1969#51 700#760#905#- 145#14.4#17.1#- 2.7
1970#52 400#840#909#- 69#15.6#16.8#- 1.3
1971#53 200#804#924#- 120#14.7#16.9#- 2.2
1972#54 700#843#1 056#- 213#15.1#18.9#- 3.8
1973#56 100#807#921#- 114#14.0#16.0#- 2.0
1974#57 600#748#1 079#- 331#12.7#18.3#- 5.6
1975#59 000#692#992#- 300#11.5#16.5#- 5.0
1976#60 500#721#977#- 256#11.7#15.8#- 4.1
1977#61 300#672#1 007#- 335#10.8#16.2#- 5.4
1978#62 200#694#1 038#- 344#11.1#16.6#- 5.5
1979#63 000#758#972#- 214#12.0#15.4#- 3.4
1980#63 800#741#1 015#- 274#11.7#16.0#- 4.3
1981#64 700#752#979#- 227#11.8#15.4#- 3.6
1982#64 600#724#983#- 259#11.4#15.4#- 4.1
1983#64 500#680#943#- 263#10.7#14.8#- 4.1
1984#64 400#666#974#- 308#10.4#15.3#- 4.8
1985#64 400#703#1 045#- 342#11.2#16.6#- 5.4
1986#64 300#709#952#- 243#11.2#15.1#- 3.8
1987#65 400#729#925#- 196#11.4#14.5#- 3.1
1988#66 500#781#991#- 210#11.7#14.9#- 3.1
1989#67 600#817#988#- 171#12.1#14.6#- 2.5
1990#68 700#888#946#- 58#12.3#13.7#- 1.4
1991#69 800#892#982#- 90#12.8#14.1#- 1.3
1992#70 200#858#917#- 59#12.2#13.1#- 0.8
1993#70 600#853#1 011#- 158#12.1#14.3#- 2.2
1994#70 900#883#902#- 19#12.4#12.7#- 0.3
1995#71 300#847#976#- 129#11.9#13.7#- 1.8
1996#71 700#835#945#- 110#11.6#13.2#- 1.5
1997#72 600#870#950#- 80#12.0#13.1#- 1.1
1998#73 600#936#893#43#12.7#12.1#0.6
1999#74 500#894#983#- 89#12.0#13.2#- 1.2
2000#75 400#831#897#- 66#11.0#11.9#- 0.9
2001#76 400#863#955#- 92#11.3#12.5#- 1.2
2002#77 100#903#877#26#11.7#11.4#0.3
2003#77 900#860#852#8#11.0#10.9#0.1
2004#78 600#862#798#64#11.0#10.2#0.8
2005#79 400#901#775#126#11.4#9.8#1.6
2006#80 100#905#768#137#11.3#9.6#1.7
2007#80 800#919#789#130#11.4#9.8#1.6
2008#81 600#979#843#136#12.0#10.3#1.7
2009#82 300#1 015#816#199#12.3#9.9#2.4
