institution#location#nickname#founded#type#enrollment#joined
averett university#danville , virginia#cougars#1859#private / non - sectarian#2719#1978
covenant college#lookout mountain , georgia#scots (men 's) lady scots (women 's)#1955#private / presbyterian#1282#2013
ferrum college#ferrum , virginia#panthers#1913#private / methodist#1100#1988
greensboro college#greensboro , north carolina#pride#1838#private / methodist#1233#1966
huntingdon college#montgomery , alabama#hawks#1854#private / methodist#900#2013
lagrange college#lagrange , georgia#panthers#1831#private / methodist#1137#2012
mary baldwin college#staunton , virginia#fighting squirrels#1842#private / presbyterian#2242#2007
maryville college#maryville , tennessee#scots#1819#private / presbyterian#1103#2012
meredith college#raleigh , north carolina#avenging angels#1891#private / non - sectarian#1990#2007
methodist university#fayetteville , north carolina#monarchs#1956#private / methodist#2215#1963
north carolina wesleyan college#rocky mount , north carolina#battling bishops#1956#private / methodist#900#1963
piedmont college#demorest , georgia#lions#1897#private / congregationalist#2640#2012
