rank#mine#county#operator#capacity (thousands of metric tons)
1#morenci#greenlee#freeport - mcmoran#390
2#ray#pinal#asarco#170
3#bagdad#yavapai#freeport - mcmoran#100
4#sierrita#pima#freeport - mcmoran#100
5#mission complex#pima#asarco#70
6#silver bell#pima#asarco#22
7#miami#gila#freeport - mcmoran#50
8#pinto valley#gila#bhp copper#5
9#miami#gila#bhp copper#5
(tbd)#tohono#pinal#cyprus amax minerals#closed
(tbd)#mineral park#mohave#mercator minerals#6
(tbd)#bisbee#cochise#freeport - mcmoran#closed
(tbd)#safford#graham#freeport - mcmoran#(opened december 2007)
