edition#round#date#surface#opponent#result
1983 world group i#r1#july 17 , 1983#clay#christiane jolissaint#4 - 6 , 6 - 4 , 4 - 6
1983 world group i#po#july 19 , 1983#clay#angela longo#6 - 1 , 6 - 0
1983 world group i#po#july 21 , 1983#clay#olga zaitseva#6 - 0 , 6 - 3
1984 world group i#r1#july 15 , 1984#clay#jo durie#6 - 4 , 4 - 6 , 6 - 4
1984 world group i#r2#july 16 , 1984#clay#natasha reva#6 - 2 , 6 - 0
1984 world group i#qf#july 18 , 1984#clay#mima jaušovec#3 - 6 , 6 - 3 , 6 - 1
1985 world group i#r1#october 6 , 1985#hard#larisa savchenko#6 - 7 (3 - 7) , 6 - 4 , 6 - 1
1985 world group i#r2#october 8 , 1985#hard#sabrina goleš#6 - 1 , 6 - 3
1985 world group i#qf#october 10 , 1985#hard#annabel croft#6 - 2 , 6 - 2
1985 world group i#sf#october 12 , 1985#hard#hana mandlíková#6 - 3 , 2 - 6 , 1 - 6
1986 world group i#r1#july 20 , 1986#clay#larisa savchenko#6 - 2 , 6 - 1
1986 world group i#r2#july 21 , 1986#clay#catherine tanvier#6 - 0 , 6 - 1
1986 world group i#qf#july 23 , 1986#clay#claudia kohde - kilsch#6 - 4 , 6 - 2
1987 world group i#r1#july 26 , 1987#hard#angelika kanellopoulou#6 - 0 , 6 - 0
1987 world group i#r2#july 27 , 1987#hard#yayuk basuki#6 - 4 , 6 - 0
1987 world group i#qf#july 29 , 1987#hard#elizabeth smylie#6 - 4 , 6 - 4
1987 world group i#sf#july 31 , 1987#hard#chris evert#2 - 6 , 6 - 2 , 4 - 6
1989 world group i#r1#october 1 , 1989#hard#kim il - soon#6 - 1 , 6 - 0
1989 world group i#r2#october 3 , 1989#hard#mercedes paz#4 - 6 , 6 - 1 , 6 - 3
1989 world group i#qf#october 5 , 1989#hard#anne minter#3 - 6 , 6 - 2 , 4 - 6
↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓
1991 world group i#r1#july 23 , 1991#hard#mercedes paz#6 - 0 , 7 - 6 (7 - 5)
1991 world group i#r2#july 24 , 1991#hard#li fang#6 - 7 (5 - 7) , 7 - 5 , 6 - 2
1991 world group i#qf#july 25 , 1991#hard#jana novotná#4 - 6 , 4 - 6
1992 world group i#r1#july 14 , 1992#clay#catarina lindqvist#6 - 0 , 6 - 2
1992 world group i#po#july 16 , 1992#clay#anna smashnova#6 - 1 , 6 - 0
1992 world group i#po#july 17 , 1992#clay#rossana de los ríos#6 - 2 , 6 - 2
