date#opponent#score#loss#attendance#record
august 1#indians#7 - 5#shaw (0 - 4)#50275#59 - 44
august 2#red sox#5 - 3#candiotti (9 - 11)#34032#59 - 45
august 3#red sox#4 - 1#wells (12 - 6)#34015#59 - 46
august 4#red sox#2 - 1#lamp (3 - 3)#33809#60 - 46
august 6#tigers#2 - 1#cerutti (1 - 4)#50305#61 - 46
august 7#tigers#5 - 2#tanana (8 - 8)#50324#62 - 46
august 8#tigers#4 - 0 (14)#henke (0 - 1)#50307#62 - 47
august 9#red sox#12 - 7#wells (12 - 7)#50319#62 - 48
august 10#red sox#7 - 1#stottlemyre (10 - 5)#50304#62 - 49
august 11#red sox#9 - 6#key (12 - 7)#50297#62 - 50
august 12#red sox#11 - 8#ward (5 - 4)#50305#62 - 51
august 13#brewers#5 - 4#henke (0 - 2)#22996#62 - 52
august 14#brewers#5 - 3#wells (12 - 8)#19193#62 - 53
august 15#brewers#4 - 1#plesac (1 - 5)#24519#63 - 53
august 16#tigers#5 - 2#key (12 - 8)#43186#63 - 54
august 17#tigers#7 - 5#aldred (0 - 2)#46634#64 - 54
august 18#tigers#4 - 2#kaiser (0 - 1)#48724#65 - 54
august 20#brewers#3 - 1#bosio (9 - 9)#50311#66 - 54
august 21#brewers#3 - 0#key (12 - 9)#50306#66 - 55
august 22#brewers#8 - 7#ward (5 - 5)#50309#66 - 56
august 23#yankees#6 - 5#farr (3 - 4)#50318#67 - 56
august 24#yankees#6 - 5#wells (12 - 9)#50324#67 - 57
august 25#yankees#11 - 7#guetterman (2 - 2)#50320#68 - 57
august 26#orioles#5 - 2#johnson (4 - 5)#28063#69 - 57
august 27#orioles#6 - 1#rhodes (0 - 1)#25090#70 - 57
august 28#orioles#3 - 0#mcdonald (5 - 8)#28262#71 - 57
august 29#yankees#6 - 2#johnson (5 - 8)#19344#72 - 57
august 30#yankees#9 - 2#stottlemyre (12 - 6)#19393#72 - 58
august 31#yankees#5 - 0#cadaret (6 - 5)#28932#73 - 58
