year#ceremony#category#nominee#result
2001#tvynovelas awards#best telenovela#abrázame muy fuerte#won
2001#tvynovelas awards#best lead actress#aracely arámbula#nominated
2001#tvynovelas awards#best lead actor#fernando colunga#won
2001#tvynovelas awards#best female villain#nailea norvind#won
2001#tvynovelas awards#best male villain#césar évora#won
2001#tvynovelas awards#best supporting actress#carmen salinas#nominated
2001#tvynovelas awards#best supporting actor#pablo montero#won
2001#tvynovelas awards#best first actress#helena rojo#won
2001#tvynovelas awards#best first actor#joaquín cordero#won
2001#tvynovelas awards#best song for a telenovela#juan gabriel#nominated
