game#date#team#score#high points#high rebounds#high assists#location attendance#record
5#november 2#minnesota#w 129 - 97 (ot)#dwyane wade (26)#udonis haslem (9)#lebron james (12)#american airlines arena 19600#4 - 1
6#november 5#new orleans#l 93 - 96 (ot)#dwyane wade (28)#dwyane wade (10)#lebron james (10)#new orleans arena 17988#4 - 2
7#november 6#new jersey#w 101 - 89 (ot)#dwyane wade (29)#dwyane wade (10)#lebron james (9)#american airlines arena 19600#5 - 2
8#november 9#utah#l 114 - 116 (ot)#dwyane wade (39)#lebron james (11)#lebron james (14)#american airlines arena 19600#5 - 3
9#november 11#boston#l 107 - 112 (ot)#lebron james (35)#lebron james , udonis haslem (10)#lebron james (9)#american airlines arena 19650#5 - 4
10#november 13#toronto#w 109 - 100 (ot)#dwyane wade (31)#udonis haslem (10)#lebron james (11)#american airlines arena 19600#6 - 4
11#november 17#phoenix#w 123 - 96 (ot)#chris bosh (35)#udonis haslem (10)#lebron james (9)#american airlines arena 19600#7 - 4
12#november 19#charlotte#w 95 - 87 (ot)#lebron james (32)#chris bosh (14)#lebron james (5)#american airlines arena 19600#8 - 4
13#november 20#memphis#l 95 - 97 (ot)#lebron james (29)#chris bosh , žydrūnas ilgauskas (10)#lebron james (11)#fedexforum 18119#8 - 5
14#november 22#indiana#l 77 - 93 (ot)#lebron james (25)#chris bosh (11)#lebron james (6)#american airlines arena 19600#8 - 6
15#november 24#orlando#l 95 - 104 (ot)#lebron james (25)#dwyane wade (7)#carlos arroyo , dwyane wade (5)#amway center 18936#8 - 7
16#november 26#philadelphia#w 99 - 90 (ot)#dwyane wade (23)#chris bosh (9)#dwyane wade (8)#american airlines arena 19800#9 - 7
17#november 27#dallas#l 95 - 106 (ot)#lebron james (23)#dwyane wade (9)#dwyane wade (5)#american airlines center 20536#9 - 8
