rank#title#studio#director#gross
1#ghost#paramount#jerry zucker#$505702 , 588
2#home alone#20th century fox#chris columbus#$476684 , 675
3#pretty woman#touchstone#garry marshall#$463406 , 268
4#dances with wolves#orion#kevin costner#$424208 , 848
5#total recall#tri - star / carolco#paul verhoeven#$261299 , 840
6#back to the future part iii#universal#robert zemeckis#$244527 , 583
7#die hard 2: die harder#20th century fox#renny harlin#$240031 , 094
8#presumed innocent#warner bros#alan j. pakula#$221303 , 188
9#teenage mutant ninja turtles#new line#steve barron#$201965 , 915
10#kindergarten cop#universal#ivan reitman#$201957 , 688
11#the hunt for red october#paramount#john mctiernan#$200512 , 643
12#dick tracy#touchstone#warren beatty#$162738 , 726
13#days of thunder#paramount#tony scott#$157920 , 733
14#another 48 hrs#paramount#walter hill#$153518 , 974
15#bird on a wire#universal#john badham#$138697 , 012
16#the godfather part iii#paramount#francis ford coppola#$136766 , 062
17#rocky v#united artists#john g. avildsen#$119946 , 358
18#edward scissorhands#20th century fox#tim burton#$86024 , 005
19#problem child#universal#dennis dugan#$53470 , 900
20#marked for death#20th century fox#dwight h. little#$57968 , 936
