date#opponent#venue#result#attendance
6 august 2005#norwich city#a#1 - 1#25355
9 august 2005#millwall#a#0 - 0#8344
13 august 2005#burnley#a#0 - 4#11683
20 august 2005#queens park rangers#h#3 - 0#23000
27 august 2005#sheffield united#a#1 - 2#17739
29 august 2005#southampton#h#1 - 1#23000
10 september 2005#reading#h#1 - 1#22074
14 september 2005#derby county#a#1 - 1#21840
17 september 2005#brighton & hove albion#a#2 - 2#6529
24 september 2005#hull city#h#0 - 2#21161
28 september 2005#watford#h#3 - 1#16978
1 october 2005#sheffield wednesday#a#2 - 3#22732
15 october 2005#crystal palace#h#1 - 4#24438
18 october 2005#ipswich town#a#2 - 2#22656
23 october 2005#leicester city#a#1 - 2#22991
29 october 2005#luton town#h#1 - 0#22228
2 november 2005#stoke city#h#1 - 2#16617
6 november 2005#cardiff city#a#0 - 0#11424
19 november 2005#ipswich town#h#1 - 1#18316
22 november 2005#crystal palace#a#0 - 2#17343
26 november 2005#norwich city#h#2 - 2#20433
3 december 2005#plymouth argyle#h#3 - 1#18796
10 december 2005#millwall#h#1 - 0#16156
19 december 2005#queens park rangers#a#1 - 0#13556
26 december 2005#leeds united#a#1 - 3#24291
28 december 2005#crewe alexandra#h#1 - 1#19045
31 december 2005#preston north end#a#1 - 3#12936
2 january 2006#wolverhampton wanderers#h#2 - 0#26851
14 january 2006#reading#a#0 - 2#22813
21 january 2006#derby county#h#6 - 1#20267
31 january 2006#hull city#a#2 - 1#18381
4 february 2006#brighton & hove albion#h#2 - 0#20541
11 february 2006#watford#a#0 - 4#19842
15 february 2006#sheffield wednesday#h#2 - 1#20021
18 february 2006#plymouth argyle#a#1 - 3#8705
25 february 2006#burnley#h#1 - 0#19641
4 march 2006#southampton#a#1 - 1#21980
11 march 2006#sheffield united#h#2 - 0#23506
18 march 2006#leeds united#h#1 - 1#26643
25 march 2006#crewe alexandra#a#1 - 4#6444
1 april 2006#preston north end#h#0 - 1#21023
8 april 2006#wolverhampton wanderers#a#2 - 2#23702
15 april 2006#luton town#a#2 - 1#8752
17 april 2006#leicester city#h#1 - 1#26672
22 april 2006#stoke city#a#1 - 0#13385
30 april 2006#cardiff city#h#3 - 1#22536
