date#opponent#score#loss#attendance
july 1#cincinnati#7 - 6#acevedo (4 - 7)#31633
july 2#ny yankees#11 - 2#mussina (9 - 5)#55068
july 3#ny yankees#10 - 9#sturtze (3 - 1)#55210
july 4#ny yankees#6 - 5#gordon (2 - 3)#55437
july 5#philadelphia#6 - 5#glavine (7 - 6)#41571
july 6#philadelphia#4 - 1#wolf (3 - 4)#36230
july 7#philadelphia#10 - 1#myers (5 - 6)#37687
july 8#philadelphia#5 - 4#franco (2 - 5)#42601
july 9#florida#6 - 3#manzanillo (1 - 2)#25117
july 10#florida#5 - 2#glavine (7 - 7)#41212
july 11#florida#5 - 2#leiter (5 - 3)#25735
july 15#philadelphia#3 - 2#hernandez (1 - 3)#36803
july 16#philadelphia#5 - 1#seo (4 - 6)#42584
july 17#philadelphia#8 - 2#glavine (7 - 8)#35425
july 18#philadelphia#6 - 1#myers (5 - 7)#30443
july 19#florida#6 - 5#looper (2 - 2)#23176
july 20#florida#9 - 7#franco (2 - 6)#25295
july 21#montreal#5 - 4#horgan (3 - 1)#30227
july 22#montreal#4 - 1#franco (2 - 7)#27637
july 23#atlanta#postponed#postponed#postponed
july 24#atlanta#5 - 2#stanton (0 - 4)#33166
july 25#atlanta#4 - 3#trachsel (9 - 7)#32542
july 26#montreal#19 - 10#erickson (0 - 1)#6643
july 27#montreal#4 - 2#day (5 - 10)#7147
july 28#montreal#7 - 4#seo (4 - 7)#6852
july 29#montreal#10 - 1#biddle (2 - 5)#20042
july 30#atlanta#3 - 1#trachsel (9 - 8)#40913
july 31#atlanta#8 - 0#benson (8 - 9)#51125
