divisions#prize (eur)#odds of winning (1in)#number of winning tickets#in order to win
all#45000.00#3.54#565#any prize
1st#18000.00#2000#1#match all 5 in order
2nd#750.00#2000#1#match all 5 in order
3rd#600.00#2000#1#match all 5 in order
4th#450.00#2000#1#match all 5 in order
5th#300.00#2000#1#match all 5 in order
6th#135.00#2000#1#match all 5 in order
sub#180.00#2000#2#nearest number to 1st prize
sub#180.00#2000#2#nearest number to 2nd prize
sub#180.00#2000#2#nearest number to 3rd prize
sub#17820.00#20.2#297#first 3 digits of 1st , 2nd & 3rd
sub#3420.00#105.3#57#last 2 digits of 1st , 2nd & 3rd
