place#player#country#score#to par
t1#jay don blake#united states#66#- 4
t1#bernhard langer#west germany#66#- 4
t1#payne stewart#united states#66#- 4
t4#tom kite#united states#67#- 3
t4#jack nicklaus#united states#67#- 3
t4#tom pernice , jr#united states#67#- 3
t4#scott simpson#united states#67#- 3
t4#joey sindelar#united states#67#- 3
t7#kurt beck#united states#68#- 2
t7#nick faldo#united states#68#- 2
t7#raymond floyd#united states#68#- 2
t7#larry nelson#united states#68#- 2
t7#dillard pruitt#united states#68#- 2
