date#visitor#score#home#decision#attendance#record
january 2#detroit#4 - 1#carolina#joseph#17053#24 - 12 - 4 - 1
january 3#anaheim#1 - 3#detroit#legace#20066#25 - 12 - 4 - 1
january 5#nashville#0 - 6#detroit#joseph#20066#26 - 12 - 4 - 1
january 7#boston#3 - 0#detroit#joseph#20066#26 - 13 - 4 - 1
january 10#detroit#1 - 2#boston#joseph#17565#26 - 13 - 4 - 2
january 14#chicago#2 - 4#detroit#legace#20066#27 - 13 - 4 - 2
january 16#phoenix#3 - 3#detroit#joseph#20066#27 - 13 - 5 - 2
january 19#detroit#1 - 2#san jose#joseph#17361#27 - 14 - 5 - 2
january 21#detroit#2 - 2#anaheim#legace#17174#27 - 14 - 6 - 2
january 22#detroit#5 - 4#los angeles#joseph#18118#28 - 14 - 6 - 2
january 24#detroit#2 - 5#phoenix#joseph#19019#28 - 15 - 6 - 2
january 26#detroit#2 - 2#dallas#legace#18532#28 - 15 - 7 - 2
january 29#new jersey#2 - 5#detroit#joseph#20066#29 - 15 - 7 - 2
january 31#carolina#4 - 4#detroit#legace#20066#30 - 15 - 8 - 2
