division#brigade#regiment#colonel#county
1 st division#1 st brigade#47th regiment#col#hot spring
1 st division#1 st brigade#28th regiment#col#clark
1 st division#1 st brigade#38th regiment#col#pike
1 st division#1 st brigade#8th regiment#col#hempstead
1 st division#1 st brigade#40th regiment#col#lafayette
1 st division#1 st brigade#37th regiment#col#sevier
1 st division#1 st brigade#39th regiment#col#ouachita
1 st division#1 st brigade#57th regiment#col#montgomery
1 st division#2nd brigade brigadier general richard c. byrd#26th regiment#colonel charles fitch#yell
1 st division#2nd brigade brigadier general richard c. byrd#18th regiment#colonel j.j. joiner#saline
1 st division#2nd brigade brigadier general richard c. byrd#13th regiment#colonel t.d. metrich#pulaski
1 st division#2nd brigade brigadier general richard c. byrd#21 st regiment#colonel m.h. blue#white
1 st division#2nd brigade brigadier general richard c. byrd#4th regiment#colonel b.h. ball#conway
1 st division#2nd brigade brigadier general richard c. byrd#15th regiment#colonel s. moffit#pope
1 st division#2nd brigade brigadier general richard c. byrd#36th regiment#colonel william turner#perry
1 st division#3rd brigade#10th regiment#col#johnson
1 st division#3rd brigade#17th regiment#col#scott
1 st division#3rd brigade#5th regiment#col#crawford
1 st division#3rd brigade#7th regiment#col#franklin
1 st division#4th brigade#20th regiment#col#washington
1 st division#4th brigade#2nd regiment#col#benton
1 st division#4th brigade#11th regiment#col#madison
1 st division#4th brigade#3rd regiment#col#carroll
2nd division#5th brigade#19th regiment#col#st. francis
2nd division#5th brigade#14th regiment#col#poinsett
2nd division#5th brigade#12th regiment#col#phillips
2nd division#5th brigade#30th regiment#col#crittenden
2nd division#5th brigade#48th regiment#col#mississippi
2nd division#5th brigade#35th regiment#col#monroe
2nd division#6th brigade#27th regiment#col#bradley
2nd division#6th brigade#24th regiment#col#jefferson
2nd division#6th brigade#1 st regiment#col#arkansas
2nd division#6th brigade#23rd regiment#col#chicot
2nd division#6th brigade#29th regiment#col#union
2nd division#6th brigade#6th regiment#col#desha
2nd division#7th brigade#43rd regiment#col#fulton
2nd division#7th brigade#42nd regiment#col#izard
2nd division#7th brigade#22nd regiment#col#van buren
2nd division#7th brigade#31 st regiment#col#marion
2nd division#7th brigade#45th regiment#col#searcy
2nd division#7th brigade#41 st regiment#col#newton
2nd division#8th brigade#9th regiment#col#independence
2nd division#8th brigade#34th regiment#col#jackson
2nd division#8th brigade#25th regiment#col#lawrence
2nd division#8th brigade#16th regiment#col#randolph
