date#opponent#score#loss#record
september 1#expos#11 - 3#bottenfield (4 - 10)#50 - 84
september 3#pirates#7 - 6#dewey (1 - 1)#51 - 84
september 4#pirates#10 - 4#wakefield (4 - 9)#52 - 84
september 5#pirates#4 - 1#walk (12 - 13)#53 - 84
september 6#expos#4 - 3#reed (7 - 5)#53 - 85
september 7#expos#4 - 3#moore (2 - 1)#53 - 86
september 8#expos#6 - 1#reynoso (9 - 10)#53 - 87
september 9#pirates#10 - 7#johnston (2 - 3)#54 - 87
september 10#pirates#9 - 8#minor (7 - 6)#55 - 87
september 11#pirates#3 - 2#wakefield (4 - 10)#56 - 87
september 12#pirates#4 - 3#munoz (1 - 2)#56 - 88
september 14#astros#9 - 4#drabek (8 - 16)#57 - 88
september 14#astros#6 - 5#hernandez (3 - 5)#58 - 88
september 15#astros#6 - 4#williams (4 - 4)#59 - 88
september 16#astros#6 - 3#jones (1 - 2)#60 - 88
september 17#dodgers#12 - 3#candiotti (8 - 8)#61 - 88
september 18#dodgers#9 - 0#hurst (0 - 2)#61 - 89
september 19#dodgers#8 - 5#martínez (10 - 4)#62 - 89
september 20#padres#11 - 7#harris (11 - 15)#62 - 90
september 21#padres#15 - 4#worrell (1 - 7)#63 - 90
september 22#padres#11 - 4#benes (15 - 14)#64 - 90
september 24#reds#9 - 2#ayala (6 - 10)#65 - 90
september 25#reds#6 - 0#harris (11 - 16)#65 - 91
september 26#reds#12 - 7#luebbers (2 - 5)#66 - 91
september 28#giants#6 - 4#nied (5 - 8)#66 - 92
september 29#giants#5 - 3#torres (3 - 4)#67 - 92
