date#opponent#score#loss#attendance#record
april 6#california angels#0 - 7#segui (0 - 1)#57762#0 - 1
april 7#california angels#0 - 2#romo (0 - 1)#10144#0 - 2
april 8#california angels#7 - 6#verhoeven (0 - 1)#11845#1 - 2
april 9#california angels#5 - 1#simpson (0 - 1)#27668#2 - 2
april 10#california angels#5 - 12#abbott (0 - 1)#10405#2 - 3
april 11#minnesota twins#3 - 12#segui (0 - 2)#8979#2 - 4
april 12#minnesota twins#2 - 3#laxton (1 - 1)#8589#2 - 5
april 13#minnesota twins#3 - 2#burgmeier (0 - 1)#11635#3 - 5
april 14#minnesota twins#4 - 3#redfern (0 - 2)#9167#4 - 5
april 15#california angels#0 - 7#abbott (0 - 2)#34654#4 - 6
april 16#california angels#4 - 6#montague (0 - 1)#19690#4 - 7
april 17#california angels#11 - 7#monge (0 - 1)#13813#5 - 7
april 18#texas rangers#8 - 6#alexander (1 - 1)#9535#6 - 7
april 19#texas rangers#1 - 3#wheelock (2 - 1)#10947#6 - 8
april 20#texas rangers#2 - 5#montague (0 - 2)#10763#6 - 9
april 22#kansas city royals#5 - 6#pagan (0 - 1)#19756#6 - 10
april 23#kansas city royals#6 - 8#segui (0 - 3)#22685#6 - 11
april 24#kansas city royals#1 - 16#wheelock (2 - 2)#dh#6 - 12
april 24#kansas city royals#4 - 2#splittorff (1 - 1)#21734#7 - 12
april 26#minnesota twins#3 - 5#thomas (1 - 1)#3422#7 - 13
april 27#minnesota twins#3 - 5#moore (1 - 1)#3170#7 - 14
april 28#minnesota twins#4 - 3#goltz (0 - 2)#3766#8 - 14
april 29#new york yankees#0 - 3#thomas (1 - 2)#15284#8 - 15
april 30#new york yankees#2 - 7#wheelock (2 - 3)#19525#8 - 16
