branding#callsign#frequency#power (kw)#location
97.9 home radio#dwqz#97.9mhz#25kw#metro manila
dwiz news radio dagupan#dwiz#89.3 mhz#10kw#dagupan
94.3 home radio palawan#dwqp#94.3 mhz#10kw#puerto princesa , palawan
95.1 home radio naga#dwqj#95.1mhz#10kw#naga
92.3 home radio legaspi#dwqa#92.3mhz#10kw#legaspi
106.7 home radio cebu#dyqc#106.7mhz#20kw#cebu
89.5 home radio iloilo#dyqn#89.5mhz#10kw#iloilo
94.5 home radio zamboanga#dxqt#94.5mhz#10kw#zamboanga
98.7 home radio davao#dxqm#98.7mhz#20kw#davao
93.5 home radio cagayan de oro#dxqr#93.5mhz#10kw#cagayan de oro
98.3 home radio general santos#dxqs#98.3mhz#10kw#general santos
