date#opponent#score#loss#attendance#record
march 31#white sox#10 - 8#dotel (0 - 1)#41872#1 - 0
april 2#white sox#7 - 2#vázquez (0 - 1)#17645#2 - 0
april 3#white sox#2 - 1#westbrook (0 - 1)#15785#2 - 1
april 4#athletics#6 - 3#byrd (0 - 1)#13916#2 - 2
april 5#athletics#6 - 1#sabathia (0 - 1)#16279#2 - 3
april 6#athletics#2 - 1#blanton (0 - 2)#16384#3 - 3
april 7#angels#6 - 4#borowski (0 - 1)#35014#3 - 4
april 8#angels#4 - 3#speier (0 - 1)#37587#4 - 4
april 9#angels#9 - 5#byrd (0 - 2)#36168#4 - 5
april 11#athletics#9 - 7#sabathia (0 - 2)#17859#4 - 6
april 12#athletics#7 - 3#carmona (1 - 1)#19170#4 - 7
april 13#athletics#7 - 1#gaudin (0 - 1)#17228#5 - 7
april 14#red sox#6 - 4#borowski (0 - 2)#21802#5 - 8
april 15#red sox#5 - 3#lewis (0 - 1)#25135#5 - 9
april 16#tigers#13 - 2#sabathia (0 - 3)#17644#5 - 10
april 17#tigers#11 - 1#verlander (0 - 3)#21547#6 - 10
april 18#twins#4 - 0#liriano (0 - 2)#22366#7 - 10
april 19#twins#3 - 0#westbrook (1 - 2)#34210#7 - 11
april 20#twins#2 - 1 (10)#pérez (0 - 1)#27703#7 - 12
april 22#royals#15 - 1#meche (1 - 3)#16165#8 - 12
april 23#royals#postponed (rain) rescheduled for april 24#postponed (rain) rescheduled for april 24#postponed (rain) rescheduled for april 24#postponed (rain) rescheduled for april 24
april 24#royals#9 - 6#tomko (1 - 3)#11637#9 - 12
april 24#royals#2 - 0#bannister (3 - 2)#11637#10 - 12
april 25#yankees#6 - 4#pettitte (3 - 2)#31467#11 - 12
april 26#yankees#4 - 3#ohlendorf (0 - 1)#35765#12 - 12
april 27#yankees#1 - 0#sabathia (1 - 4)#31598#12 - 13
april 28#yankees#5 - 2#laffey (0 - 1)#20689#12 - 14
april 29#mariners#7 - 2#betancourt (1 - 1)#13827#12 - 15
april 30#mariners#8 - 3#washburn (1 - 4)#15279#13 - 15
