date#visitor#score#home#leading scorer#attendance#record
2006 - 12 - 02#bucks#115 - 110#warriors#troy murphy (23)#18086#9 - 8
2006 - 12 - 04#warriors#89 - 129#spurs#anthony roberson (21)#18797#9 - 9
2006 - 12 - 05#warriors#90 - 118#rockets#monta ellis (19)#na#9 - 10
2006 - 12 - 09#hornets#80 - 101#warriors#mickaël piétrus (22)#17105#10 - 10
2006 - 12 - 10#warriors#115 - 117#sonics#baron davis (28)#16138#10 - 11
2006 - 12 - 12#kings#103 - 126#warriors#matt barnes (32)#17574#11 - 11
2006 - 12 - 14#rockets#107 - 109#warriors#baron davis (34)#19596#12 - 11
2006 - 12 - 15#warriors#101 - 105#suns#monta ellis (24)#18422#12 - 12
2006 - 12 - 17#warriors#115 - 120#raptors#monta ellis (28)#16035#12 - 13
2006 - 12 - 18#warriors#97 - 105#nets#baron davis (25)#14096#12 - 14
2006 - 12 - 20#warriors#96 - 95#celtics#baron davis (31)#17134#13 - 14
2006 - 12 - 22#warriors#117 - 108#magic#baron davis (38)#16563#14 - 14
2006 - 12 - 23#warriors#92 - 105#heat#matt barnes (20)#19600#14 - 15
2006 - 12 - 26#76ers#116 - 97#warriors#matt barnes (25)#19183#15 - 15
2006 - 12 - 29#celtics#100 - 110#warriors#baron davis (27)#19596#16 - 15
2006 - 12 - 30#warriors#96 - 119#kings#two - way tie (17)#17317#16 - 16
