season#zone#champion#second#third#top scorer
1995 - 96#1#pokuttia kolomyia#mebilnyk chernivtsi#karpaty rakhiv#andriy chachkin zoria khorostkiv - 7
1995 - 96#2#zoria khorostkiv#enko lutsk#sokil radyvyliv#andriy chachkin zoria khorostkiv - 7
1995 - 96#3#paperovyk malyn#lokomotyv smila#budivelnyk brovary#andriy chachkin zoria khorostkiv - 7
1995 - 96#4#fakel varva#elektron romny#avanhard merefa#andriy chachkin zoria khorostkiv - 7
1995 - 96#5#avanhard kramatorsk#shakhtar rovenky#budivelnyk kryvyi rih#andriy chachkin zoria khorostkiv - 7
1995 - 96#6#portovyk kerch#kolos osokorivka#blaho blahoyeve#andriy chachkin zoria khorostkiv - 7
1994 - 95#1#khimik kalush#yalynka velykyi bychkiv#pokuttia kolomyia#vasyl lomaka shakhtar sverdlovsk - 30
1994 - 95#2#haray zhovkva#zoria khorostkiv#probiy horodenka#vasyl lomaka shakhtar sverdlovsk - 30
1994 - 95#3#obolon - zmina kyiv#dynamo - 3 kyiv#ahroservis bakhmach#vasyl lomaka shakhtar sverdlovsk - 30
1994 - 95#4#sportinvest kryvyi rih#avanhard merefa#silur khartsyzk#vasyl lomaka shakhtar sverdlovsk - 30
1994 - 95#5#dynamo slavyansk#shakhtar sverdlovsk#metalurh kupyansk#vasyl lomaka shakhtar sverdlovsk - 30
1994 - 95#6#portovyk illichivsk#olimpia fc aes yuzhnoukrainsk#mercury pervomaysk#vasyl lomaka shakhtar sverdlovsk - 30
1993 - 94#1#laz lviv#lada chernivtsi#pokuttia kolomyia#oleksandr dovhalets advis khmelnytskyi - 27
1993 - 94#2#advis khmelnytskyi#keramik baranivka#obolon - zmina kyiv#oleksandr dovhalets advis khmelnytskyi - 27
1993 - 94#3#transimpeks vyshneve#sula lubny#ahroservis bakhmach#oleksandr dovhalets advis khmelnytskyi - 27
1993 - 94#4#avanhard rovenky#vahbud kremenchuk#krystal torez#oleksandr dovhalets advis khmelnytskyi - 27
1993 - 94#5#metalurh novomoskovsk#shakhtar horlivka#shakhtar sverdlovsk#oleksandr dovhalets advis khmelnytskyi - 27
1993 - 94#6#tavria novotroitsk#dnistrovets bilhorod - dnistrovsky#blaho blahoyeve#oleksandr dovhalets advis khmelnytskyi - 27
1992 - 1993#1#beskyd nadvirna#khimik kalush#lada chernivtsi#serhiy akymenko shakhtar snizhne - 23
1992 - 1993#2#khutrovyk tysmenytsia#advis khmelnytskyi#lokomotyv rivne#serhiy akymenko shakhtar snizhne - 23
1992 - 1993#3#hart borodianka#keramik baranivka#dynamo - 3 kyiv#serhiy akymenko shakhtar snizhne - 23
1992 - 1993#4#sirius zhovti vody#avanhard rovenky#vahbud kremenchuk#serhiy akymenko shakhtar snizhne - 23
1992 - 1993#5#oskil kupyansk#shakhtar sverdlovsk#shakhtar snizhne#serhiy akymenko shakhtar snizhne - 23
1992 - 1993#6#surozh sudak#tavria novotroitsk#blaho blahoyeve#serhiy akymenko shakhtar snizhne - 23
