date#visitor#score#home#decision#attendance#record
march 1#philadelphia#1 - 2#new jersey#esche#16067#33 - 16 - 10
march 2#ny rangers#6 - 1#philadelphia#esche#19682#33 - 17 - 10
march 4#philadelphia#2 - 4#ny islanders#niittymaki#16234#33 - 18 - 10
march 6#montreal#4 - 5#philadelphia#esche#19561#34 - 18 - 10
march 8#carolina#2 - 3#philadelphia#niittymaki#19644#35 - 18 - 10
march 11#buffalo#6 - 5#philadelphia#niittymaki#19717#35 - 19 - 10
march 12#philadelphia#0 - 2#pittsburgh#esche#14904#35 - 20 - 10
march 15#philadelphia#4 - 0#florida#esche#15614#36 - 20 - 10
march 17#philadelphia#3 - 6#tampa bay#esche#20834#36 - 21 - 10
march 18#philadelphia#4 - 2#atlanta#niittymaki#18612#37 - 21 - 10
march 21#new jersey#1 - 2#philadelphia#niittymaki#19777#38 - 21 - 10
march 22#philadelphia#6 - 3#ny rangers#esche#18200#39 - 21 - 10
march 25#ottawa#3 - 6#philadelphia#niittymaki#19869#40 - 21 - 10
march 28#toronto#3 - 2#philadelphia#niittymaki#19651#40 - 22 - 10
