year#round#pick#player#nationality
1973#1#6#john rogers #canada
1973#2#20#jim mccrimmon #canada
1973#3#30#blair macdonald #canada
1973#3#32#dave lewis #canada
1973#4#39#bill laing #canada
1973#4#45#jim moxey #canada
1973#5#58#ken houston #canada
1973#6#65#dave pay#canada
1973#6#71#yvon bouillon#canada
1973#7#84#dwayne pentland #canada
1974#1#8#gary soetaert#canada
1974#2#23#glen burdon #canada
1974#3#38#paul holmgren #canada
1974#4#53#kevin treacy#canada
1974#5#67#dave langevin #united states
1974#6#82#bernard noreau#canada
1974#7#97#tom sundberg#united states
1974#8#112#cam botting #canada
1974#9#127#marty mathews#canada
1974#10#140#willie friesen#canada
1974#1#7#clark gillies #canada
1974#2#19#mike rogers #canada
1975#1#6#barry dean #canada
1975#2#21#peter morris #canada
1975#3#36#barry smith #canada
1975#4#51#stu younger#canada
1975#5#66#jim ofrim#canada
1975#6#79#bob sunderland#united states
1975#7#93#dave bell#canada
1975#8#105#sid veysey #canada
1975#9#117#bob russell #canada
1975#10#130#jean thibodeau#canada
1975#11#143#brian petrovek#united states
1975#12#154#jim montgomery#canada
1975#13#164#terry angel#canada
1975#14#171#rick shinske #canada
1976#1#1#blair chapman #canada
1976#1#6#bernie federko #canada
1976#3#28#harold phillipoff #canada
1976#3#30#drew callander #canada
1976#3#36#brian sutter #canada
1976#4#48#yvon vautour #canada
1976#5#60#tim williams#canada
1976#6#72#gord blumenschein#canada
1976#7#84#john tavella#canada
1976#8#95#al dumba#canada
1976#9#106#jim bedard #canada
1977#1#4#mike crombeen #canada
1977#3#24#kim davis #canada
1977#4#33#neil labatte #canada
1977#4#34#clark#canada
1977#5#42#rocky saganiuk #canada
1977#6#51#julian baretta#united states
1977#7#60#dave hoyda #canada
1977#8#69#ray creasy#canada
1977#9#77#guy lash #canada
1977#10#85#owen lloyd #canada
