place#player#country#score#to par
1#payne stewart#united states#66 + 71 = 137#- 3
t2#jeff maggert#united states#69 + 69 = 138#- 2
t2#bob tway#united states#68 + 70 = 138#- 2
t4#lee janzen#united states#73 + 66 = 139#- 1
t4#matt kuchar (a)#united states#70 + 69 = 139#- 1
t4#lee porter#united states#72 + 67 = 139#- 1
7#mark carnevale#united states#67 + 73 = 140#e
t8#stewart cink#united states#73 + 68 = 141#+ 1
t8#joe durant#united states#68 + 73 = 141#+ 1
t8#brad faxon#united states#73 + 68 = 141#+ 1
t8#nick price#zimbabwe#73 + 68 = 141#+ 1
