rank#title#studio#director (s)#worldwide gross
1#the lord of the rings : the two towers#new line cinema#peter jackson#$925282 , 504
2#harry potter and the chamber of secrets#warner bros#chris columbus#$878643 , 482
3#spider - man#columbia pictures#sam raimi#$821708 , 551
4#star wars episode ii : attack of the clones#20th century fox / lucasfilm#george lucas#$649398 , 328
5#men in black ii#columbia pictures#barry sonnenfeld#$441818 , 803
6#die another day#mgm#lee tamahori#$431971 , 116
7#signs#touchstone pictures / blinding edge#m. night shyamalan#$408247 , 917
8#ice age#20th century fox / blue sky studios#chris wedge#$383257 , 136
9#my big fat greek wedding#ifc films#joel zwick#$368744 , 044
10#minority report#dreamworks / 20th century fox#steven spielberg#$358372 , 926
11#catch me if you can#dreamworks / amblin entertainment#steven spielberg#$352114 , 312
12#chicago#miramax films#rob marshall#$306776 , 732
13#austin powers in goldmember#new line cinema#jay roach#$296655 , 431
14#xxx#columbia pictures#rob cohen#$277448 , 382
15#scooby - doo#warner bros#raja gosnell#$275650 , 703
16#spirited away#studio ghibli / walt disney pictures#hayao miyazaki#$274925 , 095
17#lilo & stitch#walt disney pictures#chris sanders and dean deblois#$273144 , 151
18#the ring#dreamworks#gore verbinski#$249348 , 933
19#8 mile#universal studios / imagine entertainment#curtis hanson#$242875 , 078
20#the bourne identity#universal pictures#doug liman#$214034 , 224
