year#team#player#position#school
2011#first team#ian bohince#midfield#western oregon university
2011#second team#jacob bohince#midfield#western oregon university
2011#third team#matt frutiger#defensive midfield#western oregon university
2011#honorable mention#ian mcannis - entenman#attack#willamette university
2011#honorable mention#colin gaddy#midfield#western washington university
2011#honorable mention#john pfieffer#defense#southern oregon university
2011#honorable mention#greg fredlund#goalie#pacific lutheran university
2011#honorable mention#carter boggess#goalie#southern oregon university
2010#second team#ian bohince#midfield#western oregon university
2010#third team#calvin davis#attack#western oregon university
2010#third team#adam extine#defense#western washington university
2010#honorable mention#greg fredlund#goalie#pacific lutheran university
2010#honorable mention#bubba vanegdom#fos#southern oregon university
2009#first team#nicholas tkachuck#attack#pacific lutheran university
2009#second team#ian bohince#midfield#western oregon university
2009#second team#sunn kim#attack#whitman college
2009#second team#adam extine#defense#western washington university
2009#third team#calvin davis#attack#western oregon university
2009#third team#justin brown#defense#western oregon university
2009#third team#bubba vanegdom#fos#southern oregon university
2009#honorable mention#matt frutiger#midfield#western oregon university
2009#honorable mention#cody bludorn#midfield#western washington university
2009#honorable mention#alex white#attack#southern oregon university
2008#first team#kyle mcwhirter#midfield#western oregon university
2008#first team#dan snell#defense#southern oregon university
2008#second team#ian bohince#fos#western oregon university
2008#second team#nicholas tkachuk#attack#pacific lutheran university
2008#third team#reid petit#attack#university of puget sound
2008#third team#adam extine#defense#western washington university
