name#la liga#copa del rey#uefa champions league#fifa club world championship#total
raúl#17#0#10#2#29
fernando morientes#12#0#6#1#19
sávio#4#0#4#1#9
roberto carlos#4#0#4#0#8
guti#6#1#1#0#8
nicolas anelka#2#0#2#3#7
fernando hierro#5#0#1#1#7
own goal#2#0#3#0#5
steve mcmanaman#3#0#1#0#4
rolando zárate#1#2#0#0#3
ivan helguera#0#0#2#0#2
elvir baljić#1#0#0#0#1
josé manuel meca garcía#1#0#0#0#1
perica ognjenović#0#1#0#0#1
christian karembeu#0#0#1#0#1
geremi#0#0#0#1#1
totals#58#4#35#9#106
