rank#archer#1 st half#2nd half#score
1#park sung - hyun ( kor )#336#337#673
2#yun ok - hee ( kor )#336#331#667
3#joo hyun - jung ( kor )#339#325#664
4#khatuna narimanidze ( geo )#330#333#663
5#kwon un sil ( prk )#324#332#656
6#yuan shu chi ( tpe )#334#318#652
7#alison williamson ( gbr )#325#326#651
8#naomi folkard ( gbr )#329#322#651
9#nami hayakawa ( jpn )#326#323#649
10#ana rendón ( col )#319#328#647
11#natalia erdyniyeva ( rus )#324#323#647
12#aida román ( mex )#319#327#646
13#małgorzata ćwienczek ( pol )#323#322#645
14#bérengère schuh ( fra )#323#322#645
15#chen ling ( chn )#330#315#645
16#zekiye keskin satir ( tur )#317#327#644
17#kristine esebua ( geo )#332#311#643
18#natalia sánchez ( col )#328#315#643
19#justyna mospinek ( pol )#321#322#643
20#mariana avitia ( mex )#328#313#641
21#viktoriya koval ( ukr )#318#323#641
22#laishram bombaya devi ( ind )#319#318#637
23#miroslava dagbaeva ( rus )#318#319#637
24#jennifer nichols ( usa )#320#317#637
25#guo dan ( chn )#322#314#636
26#khatuna lorig ( usa )#319#316#635
27#zhang juanjuan ( chn )#323#312#635
28#jane waller ( aus )#312#322#634
29#wu hui ju ( tpe )#320#314#634
30#natalia valeeva ( ita )#316#318#634
31#dola banerjee ( ind )#319#314#633
32#sophie dodemont ( fra )#313#319#632
33#anja hitzler ( ger )#318#311#629
34#marie - pier beaudet ( can )#319#309#628
35#anastassiya bannova ( kaz )#320#308#628
36#leidys brito ( ven )#311#317#628
37#pranitha vardhineni ( ind )#321#306#627
38#tetyana berezhna ( ukr )#314#313#627
39#virginie arnold ( fra )#310#316#626
40#charlotte burgess ( gbr )#312#311#623
41#ika yuliana rochmawati ( ina )#313#308#621
42#rina dewi puspitasari ( ina )#317#303#620
43#iwona marcinkiewicz ( pol )#308#312#620
44#barbora horáčková ( cze )#313#307#620
45#son hye yong ( prk )#308#310#618
46#sayoko kitabatake ( jpn )#317#299#616
47#katsiaryna muliuk ( blr )#311#305#616
48#yuki hayashi ( jpn )#306#310#616
49#elpida romantzi ( gre )#309#305#614
50#evangelia psarra ( gre )#308#305#613
51#pia carmen lionetti ( ita )#310#303#613
52#louise laursen ( den )#295#310#605
53#veronique d'unienville ( mri )#304#301#605
54#nathalie dielen ( sui )#289#312#601
55#elena tonetta ( ita )#300#295#595
56#elena mousikou ( cyp )#293#296#589
57#soha abed elaal ( egy )#289#298#587
58#wei pi - hsiu ( tpe )#291#294#585
59#lexie feeney ( aus )#294#286#580
60#najmeh abtin ( iri )#278#290#568
61#dorji dema ( bhu )#283#284#567
62#sigrid romero ( col )#279#272#551
63#albina kamaletdinova ( tjk )#294#253#547
64#khadija abbouda ( mar )#270#269#539
