tie no#home team#score#away team#date
1#blackpool#2 - 1#lincoln city#25 november 1978
2#chester#1 - 1#runcorn#25 november 1978
replay#runcorn#0 - 5#chester#28 november 1978
3#darlington#1 - 1#chesterfield#25 november 1978
replay#chesterfield#0 - 1#darlington#6 december 1978
4#dartford#1 - 2#ap leamington#25 november 1978
5#bournemouth#2 - 1#hitchin town#25 november 1978
6#barnet#3 - 3#woking#25 november 1978
replay#woking#3 - 3#barnet#28 november 1978
replay#woking#3 - 0#barnet#5 december 1978
7#rochdale#0 - 1#droylsden#25 november 1978
8#watford#3 - 0#dagenham#25 november 1978
9#yeovil town#0 - 1#barking#25 november 1978
10#reading#0 - 0#gillingham#25 november 1978
replay#gillingham#1 - 2#reading#28 november 1978
11#walsall#0 - 2#torquay united#25 november 1978
12#swindon town#2 - 0#march town united#25 november 1978
13#doncaster rovers#2 - 1#huddersfield town#25 november 1978
14#tranmere rovers#2 - 1#boston united#25 november 1978
15#stockport county#5 - 1#morecambe#25 november 1978
16#chorley#0 - 1#scarborough#25 november 1978
17#barnsley#5 - 1#worksop town#25 november 1978
18#maidstone united#1 - 0#wycombe wanderers#25 november 1978
19#portsmouth#2 - 0#northampton town#25 november 1978
20#bradford city#1 - 0#port vale#25 november 1978
21#hull city#2 - 1#stafford rangers#25 november 1978
22#carlisle united#1 - 0#halifax town#25 november 1978
23#worcester city#2 - 0#plymouth argyle#25 november 1978
24#altrincham#4 - 3#southport#25 november 1978
25#southend united#3 - 2#peterborough united#25 november 1978
26#exeter city#1 - 0#brentford#25 november 1978
27#scunthorpe united#1 - 1#sheffield wednesday#25 november 1978
replay#sheffield wednesday#1 - 0#scunthorpe united#28 november 1978
28#mansfield town#0 - 2#shrewsbury town#25 november 1978
29#wealdstone#0 - 5#enfield#25 november 1978
30#york city#1 - 1#blyth spartans#25 november 1978
replay#blyth spartans#3 - 5#york city#28 november 1978
31#hereford united#0 - 1#newport county#25 november 1978
32#rotherham united#3 - 0#workington#25 november 1978
33#aldershot#1 - 1#weymouth#25 november 1978
replay#weymouth#0 - 2#aldershot#29 november 1978
34#wigan athletic#2 - 2#bury#25 november 1978
replay#bury#4 - 1#wigan athletic#28 november 1978
35#colchester united#4 - 2#oxford united#25 november 1978
36#nuneaton borough#0 - 2#crewe alexandra#25 november 1978
37#gravesend & northfleet#0 - 0#wimbledon#25 november 1978
replay#wimbledon#1 - 0#gravesend & northfleet#28 november 1978
38#leatherhead#2 - 1#merthyr tydfil#25 november 1978
39#swansea city#4 - 1#hillingdon borough#25 november 1978
40#hartlepool united#1 - 0#grimsby town#25 november 1978
