rank#title#studio#director#gross
1#rain man#united artists#barry levinson#$172825 , 435
2#who framed roger rabbit#touchstone / amblin#robert zemeckis#$156452 , 370
3#coming to america#paramount#john landis#$128152 , 301
4#big#20th century fox / gracie#penny marshall#$114968 , 774
5#twins#universal#ivan reitman#$111938 , 388
6#crocodile dundee ii#paramount#john cornell#$109306 , 210
7#die hard#20th century fox / silver#john mctiernan#$83008 , 852
8#the naked gun : from the files of police squad#paramount#david zucker#$78756 , 177
9#cocktail#touchstone#roger donaldson#$78222 , 753
10#beetlejuice#geffen / warner bros#tim burton#$73707 , 461
11#working girl#20th century fox#mike nichols#$63779 , 477
12#a fish called wanda#mgm#charles crichton#$62493 , 712
13#scrooged#paramount#richard donner#$60328 , 558
14#willow#lucasfilm / mgm#ron howard#$57269 , 863
15#beaches#touchstone#garry marshall#$57041 , 866
16#rambo iii#tri - star / carolco#peter macdonald#$53715 , 611
17#oliver & company#disney#george scribner#$53279 , 055
18#bull durham#orion#ron shelton#$50888 , 729
19#a nightmare on elm street 4: the dream master#new line#renny harlin#$49369 , 899
20#the land before time#universal / amblin#don bluth#$48092 , 846
