name#country#date of birth#debut#last match#age as of 1 february 2014
norman gordon#south africa#6 august 1911#24 december 1938#14 march 1939#102years , 179days
lindsay tuckett#south africa#6 february 1919#7 june 1947#5 march 1949#94years , 360days
reg simpson#england#27 february 1920#16 december 1948#25 march 1955#93years , 339days
andy ganteaume#west indies#22 january 1921#11 february 1948#16 february 1948#93years , 10days
madhav mantri#india#1 september 1921#14 december 1951#4 january 1955#92years , 153days
pananmal punjabi#india#20 september 1921#1 january 1955#1 march 1955#92years , 134days
arthur morris#australia#19 january 1922#29 november 1946#11 june 1955#92years , 13days
john watkins#south africa#10 april 1923#24 december 1949#5 january 1957#90years , 297days
don smith#england#14 june 1923#20 june 1957#27 july 1957#90years , 232days
fred ridgway#england#10 august 1923#2 november 1951#10 february 1952#90years , 175days
