br no#sr no#sr name#builder#built#withdrawn
30763#763#sir bors de ganis#north british loco 23209#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1960
30764#764#sir gawain#north british loco 23210#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30765#765#sir gareth#north british loco 23211#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1962
30766#766#sir geraint#north british loco 23212#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1958
30767#767#sir valence#north british loco 23213#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30768#768#sir balin#north british loco 23214#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30769#769#sir balan#north british loco 23215#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1960
30770#770#sir prianius#north british loco 23216#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1962
30771#771#sir sagramore#north british loco 23217#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30772#772#sir percivale#north british loco 23218#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30773#773#sir lavaine#north british loco 23219#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1962
30774#774#sir gaheris#north british loco 23220#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1960
30775#775#sir agravaine#north british loco 23221#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1960
30776#776#sir galagars#north british loco 23222#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30777#777#sir lamiel#north british loco 23223#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30778#778#sir pelleas#north british loco 23224#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30779#779#sir colgrevance#north british loco 23225#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30780#780#sir persant#north british loco 23226#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30781#781#sir aglovale#north british loco 23227#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1962
30782#782#sir brian#north british loco 23228#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1962
30783#783#sir gillemere#north british loco 23279#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30784#784#sir nerovens#north british loco 23280#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30785#785#sir mador de la porte#north british loco 23281#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30786#786#sir lionel#north british loco 23282#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30787#787#sir menadeuke#north british loco 23283#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30788#788#sir urre of the mount#north british loco 23284#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1962
30789#789#sir guy #north british loco 23285#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
30790#790#sir villiars#north british loco 23286#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1961
30791#791#sir uwaine#north british loco 23287#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1960
30792#792#sir hervis de revel#north british loco 23288#cannot handle non - empty timestamp argument! 1925#cannot handle non - empty timestamp argument! 1959
