outcome#year#tournament#surface#partner#opponents#score
runner - up#2002#moscow#carpet (i)#jelena dokić#elena dementieva janette husárová#6 - 2 , 3 - 6 , 6 - 7 (7 - 9)
runner - up#2002#zürich#hard (i)#jelena dokić#elena bovina justine henin#2 - 6 , 6 - 7 (2 - 7)
runner - up#2003#rome#clay#jelena dokić#svetlana kuznetsova martina navratilova#4 - 6 , 7 - 5 , 2 - 6
winner#2003#moscow#carpet#meghann shaughnessy#anastasia myskina vera zvonareva#6 - 3 , 6 - 4
winner#2004#key biscayne#hard#meghann shaughnessy#svetlana kuznetsova elena likhovtseva#6 - 2 , 6 - 3
winner#2004#berlin#clay#meghann shaughnessy#janette husárová conchita martínez#6 - 2 , 2 - 6 , 6 - 1
winner#2004#rome#clay#meghann shaughnessy#virginia ruano pascual paola suárez#2 - 6 , 6 - 3 , 6 - 3
runner - up#2005#indian wells#hard#meghann shaughnessy#virginia ruano pascual paola suárez#6 - 7 (3 - 7) , 1 - 6
winner#2006#montreal#hard#martina navratilova#cara black anna - lena grönefeld#6 - 1 , 6 - 2
winner#2008#tokyo#hard#vania king#lisa raymond samantha stosur#6 - 1 , 6 - 4
winner#2008#moscow#carpet#katarina srebotnik#cara black liezel huber#6 - 4 , 6 - 4
runner - up#2010#indian wells#hard#samantha stosur#květa peschke katarina srebotnik#6 - 4 , 2 - 6 ,
runner - up#2010#miami#hard#samantha stosur#gisela dulko flavia pennetta#3 - 6 , 6 - 4 ,
runner - up#2011#miami#hard#liezel huber#daniela hantuchová agnieszka radwańska#6 - 7 (5 - 7) , 6 - 2 ,
winner#2012#miami#hard#maria kirilenko#sara errani roberta vinci#7 - 6 (7 - 0) , 4 - 6 ,
runner - up#2012#montreal#hard#katarina srebotnik#klaudia jans - ignacik kristina mladenovic#5 - 7 , 6 - 2 ,
runner - up#2013#doha#hard#katarina srebotnik#sara errani roberta vinci#6 - 2 , 3 - 6 ,
runner - up#2013#indian wells#hard#katarina srebotnik#ekaterina makarova elena vesnina#0 - 6 , 7 - 5 ,
