name#height#weight#spike#2008 club
evgeni ivanov #m ()#kg (lb)#cm (in)#jastrzębski węgiel
hristo tsvetanov #m ()#kg (lb)#cm (in)#budvanska rivijera budva
andrey zhekov #m ()#kg (lb)#cm (in)#patron patra
boyan yordanov #m ()#kg (lb)#cm (in)#olympiacos
krasimir gaydarski #m ()#kg (lb)#cm (in)#olympiacos
matey kaziyski #m ()#kg (lb)#cm (in)#trentino volley
vladimir nikolov #m ()#kg (lb)#cm (in)#trentino volley
teodor salparov #m ()#kg (lb)#cm (in)#cska sofia
kostadin stoykov #m ()#kg (lb)#cm (in)#vc nova
todor aleksiev #m ()#kg (lb)#cm (in)#levski siconco
plamen konstantinov #m ()#kg (lb)#cm (in)#iraklis
ivan tassev #m ()#kg (lb)#cm (in)#cska sofia
