year#network#play - by - play#color commentator (s)#ice level reporters
1999#fox#mike emrick#john davidson#joe micheletti
1998#fox#mike emrick#john davidson#joe micheletti
1997#fox#mike emrick#john davidson#joe micheletti
1996#fox#mike emrick#john davidson#joe micheletti
1995#canceled due to 1994 - 95 nhl lockout#canceled due to 1994 - 95 nhl lockout#canceled due to 1994 - 95 nhl lockout#canceled due to 1994 - 95 nhl lockout
1994#nbc#marv albert#john davidson#bill clement and brenda brenon
1993#nbc#marv albert#john davidson#ron maclean
1992#nbc#marv albert#john davidson#bill clement
1991#nbc#marv albert#john davidson#bill clement
1990#nbc#marv albert#john davidson#mike emrick
