game#december#opponent#score#decision#record
28#3#pittsburgh penguins#3 - 2 so#lundqvist#18 - 8 - 2
29#4#montreal canadiens#6 - 2#lundqvist#18 - 9 - 2
30#7#calgary flames#3 - 0#lundqvist#18 - 10 - 2
31#10#atlanta thrashers#3 - 2 ot#valiquette#19 - 10 - 2
32#12#new jersey devils#8 - 5#lundqvist#19 - 11 - 2
33#13#carolina hurricanes#3 - 2 so#lundqvist#20 - 11 - 2
34#16#anaheim ducks#3 - 1#lundqvist#21 - 11 - 2
35#17#los angeles kings#3 - 2 ot#valiquette#22 - 11 - 2
36#20#san jose sharks#3 - 2#lundqvist#22 - 12 - 2
37#23#washington capitals#5 - 4 ot#lundqvist#22 - 12 - 3
38#27#new jersey devils#4 - 2#lundqvist#22 - 13 - 3
39#29#new york islanders#5 - 4#lundqvist#23 - 13 - 3
