rank#title#studio#director#gross
1#e.t. the extra - terrestrial#universal#steven spielberg#$435110 , 554
2#tootsie#columbia#sydney pollack#$177200 , 000
3#an officer and a gentleman#paramount / lorimar#taylor hackford#$129795 , 554
4#rocky iii#united artists#sylvester stallone#$125049 , 125
5#porky 's#20th century fox#bob clark#$109492 , 484
6#star trek ii : the wrath of khan#paramount#nicholas meyer#$79912 , 963
7#48 hrs#paramount#walter hill#$78868 , 508
8#poltergeist#mgm#tobe hooper#$76606 , 280
9#the best little whorehouse in texas#universal / rko#colin higgins#$69701 , 637
10#annie#columbia / rastar#john huston#$57059 , 003
11#the verdict#20th century fox#sidney lumet#$53977 , 250
12#gandhi#columbia#richard attenborough#$52767 , 889
13#first blood#orion / carolco#ted kotcheff#$47212 , 904
14#the toy#columbia#richard donner#$47118 , 057
15#firefox#warner bros#clint eastwood#$46708 , 276
16#the dark crystal#universal#jim henson and frank oz#$40577 , 001
17#conan the barbarian#universal#john milius#$39565 , 475
18#the sword and the sorcerer#group 1#albert pyun#$39103 , 425
19#best friends#warner bros#norman jewison#$36821 , 203
20#richard pryor : live on the sunset strip#columbia#joe layton#$36299 , 720
