area#membership#missions#stakes / districts#congregations (wards / branches)
africa southeast#164491#11#30 stakes 23 districts#210 wards 296 branches
africa west#187021#9#30 stakes 33 districts#241 wards 296 branches
asia#160959#10#19 stakes 48 districts#132 wards 271 branches
asia north#218525#10#46 stakes 25 districts#255 wards 191 branches
brazil#1173258#27#242 stakes 49 districts#1473 wards 466 branches
caribbean#182050#7#27 stakes 17 districts#169 wards 191 branches
central america#659010#14#99 stakes 46 districts#640 wards 426 branches
europe#456093#30#114 stakes 40 districts#716 wards 564 branches
europe east#41957#14#2 stakes 7 districts#14 wards 199 branches
idaho#382817#2#113 stakes 0 districts#915 wards 76 branches
mexico#1273199#24#222 stakes 36 districts#1543 wards 457 branches
middle east / africa north#3907#0#1 stake 4 districts#6 wards 29 branches
north america central#575801#16#134 stakes 2 districts#1018 wards 367 branches
north america northeast#589491#22#119 stakes 6 districts#883 wards 393 branches
north america northwest#493015#9#109 stakes 1 district#831 wards 175 branches
north america southeast#518431#17#101 stakes 0 districts#705 wards 293 branches
north america southwest#1037216#18#212 stakes 3 districts#1704 wards 345 branches
north america west#832409#17#171 stakes 0 districts#1297 wards 167 branches
pacific#475043#13#110 stakes 35 districts#746 wards 371 branches
philippines#661598#17#83 stakes 85 districts#518 wards 600 branches
south america northwest#1219326#24#218 stakes 62 districts#1413 wards 493 branches
south america south#1150434#23#171 stakes 74 districts#1071 wards 681 branches
utah north#547517#1#160 stakes 0 districts#1289 wards 79 branches
utah salt lake city#691756#3#188 stakes 1 district#1406 wards 139 branches
utah south#746082#2#225 stakes 0 districts#1906 wards 118 branches
