date#visitor#score#home#decision#attendance#record
november 1#tampa bay#0 - 4#ny islanders#denis#11008#5 - 6 - 1
november 3#atlanta#6 - 4#tampa bay#holmqvist#19155#5 - 7 - 1
november 5#tampa bay#3 - 4#florida#holmqvist#10149#5 - 8 - 1
november 7#florida#1 - 3#tampa bay#holmqvist#16526#6 - 8 - 1
november 8#tampa bay#5 - 1#carolina#holmqvist#14017#7 - 8 - 1
november 10#tampa bay#5 - 2#washington#holmqvist#14617#8 - 8 - 1
november 14#carolina#1 - 6#tampa bay#holmqvist#17444#9 - 8 - 1
november 16#washington#2 - 5#tampa bay#holmqvist#19526#10 - 8 - 1
november 19#tampa bay#3 - 4#atlanta#holmqvist#13419#10 - 8 - 2
november 21#ny rangers#2 - 1#tampa bay#holmqvist#20110#10 - 9 - 2
november 23#tampa bay#3 - 4#carolina#holmqvist#18033#10 - 10 - 2
november 24#new jersey#3 - 2#tampa bay#holmqvist#19077#10 - 11 - 2
november 28#tampa bay#1 - 5#chicago#holmqvist#11122#10 - 12 - 2
november 29#tampa bay#2 - 4#detroit#denis#17001#10 - 13 - 2
