date#visitor#score#home#decision#attendance#record
october 4#new jersey#1 - 3#tampa bay#holmqvist#19454#1 - 0 - 0
october 6#atlanta#2 - 5#tampa bay#holmqvist#19220#2 - 0 - 0
october 10#florida#1 - 2#tampa bay#holmqvist#18540#3 - 0 - 0
october 13#tampa bay#4 - 6#florida#denis#15801#3 - 1 - 0
october 18#tampa bay#1 - 4#boston#holmqvist#16363#3 - 2 - 0
october 20#atlanta#2 - 6#tampa bay#holmqvist#19420#4 - 2 - 0
october 24#tampa bay#3 - 5#washington#denis#10226#4 - 3 - 0
october 25#philadelphia#2 - 5#tampa bay#holmqvist#18616#5 - 3 - 0
october 27#buffalo#4 - 3#tampa bay#holmqvist#19804#5 - 3 - 1
october 29#tampa bay#1 - 3#ny rangers#holmqvist#18200#5 - 4 - 1
october 31#tampa bay#1 - 6#new jersey#holmqvist#13218#5 - 5 - 1
