date#competition#venue#result#score
21 / 2 / 03#super league viii#knowsley road#l#22 - 46
9 / 3 / 03#super league viii#odsal stadium#w#22 - 10
23 / 3 / 03#super league viii#odsal stadium#w#62 - 22
30 / 3 / 03#super league viii#halton stadium#w#26 - 18
6 / 4 / 03#super league viii#odsal stadium#w#32 - 8
18 / 4 / 03#super league viii#odsal stadium#w#48 - 24
2 / 5 / 03#super league viii#jjb stadium#w#14 - 8
11 / 5 / 03#super league viii#odsal stadium#w#30 - 10
18 / 5 / 03#super league viii#mcalpine stadium#w#52 - 6
23 / 5 / 03#super league viii#odsal stadium#w#48 - 22
1 / 6 / 03#super league viii#odsal stadium#l#12 - 22
8 / 6 / 03#super league viii#kc stadium#w#26 - 20
15 / 6 / 03#super league viii#wilderspool#w#24 - 20
21 / 6 / 03#super league viii#odsal stadium#l#22 - 35
27 / 6 / 03#super league viii#odsal stadium#l#0 - 35
6 / 7 / 03#super league viii#belle vue#w#30 - 18
11 / 7 / 03#super league viii#shay stadium#w#60 - 12
20 / 7 / 03#super league viii#odsal stadium#w#40 - 8
27 / 7 / 03#super league viii#the jungle#w#40 - 20
30 / 7 / 03#super league viii#griffin park#w#60 - 6
3 / 8 / 03#super league viii#odsal stadium#w#30 - 16
8 / 8 / 03#super league viii#headingley stadium#w#18 - 16
16 / 8 / 03#super league viii#odsal stadium#w#36 - 22
25 / 8 / 03#super league viii#jjb stadium#l#12 - 26
31 / 8 / 03#super league viii#griffin park#w#54 - 12
7 / 9 / 03#super league viii#odsal stadium#w#22 - 21
14 / 9 / 03#super league viii#odsal stadium#l#14 - 28
19 / 9 / 03#super league viii#knowsley road#w#22 - 18
