ensemble#gold medals#silver medals#bronze medals#total medals
anderson hs#0#1#0#1
ayala hs#0#0#1#1
bear creek hs#0#1#0#1
clayton hs#1#1#1#3
daphne hs#0#0#1#1
diamond bar hs#0#1#0#1
golden hs#1#0#1#2
goshen hs#1#0#0#1
heritage hs#1#0#0#1
hickory hs#1#0#1#2
kettering fairmont hs#0#0#1#1
mansfield hs#2#1#1#4
mission viejo hs#1#0#0#1
modesto hs#0#1#2#3
muscle shoals hs#1#0#1#2
naugatuck hs#0#0#1#1
new albany hs#1#1#0#2
north gwinnett hs#0#0#1#1
pendleton heights hs#0#0#1#1
portsmouth hs#2#5#0#7
salem hs#0#1#0#1
