rank#rider#team#speed#time
1#adam barclay#750cc suzuki#119.605mph#37' 51.28
2#james mccullagh#750cc suzuki#119.021mph#38' 02.41
3#mickey fitzpatrick#600cc honda#117.530mph#38' 31.38
4#scott wilson#750cc suzuki#117.223mph#38' 37.43
5#noel patterson#750cc suzuki#116.731mph#38' 47.19
6#wayne kirwan#750cc suzuki#116.731mph#38' 47.19
7#michael russell#600cc yamaha#116.576mph#38' 50.29
8#kevin fitzpatrick#750cc suzuki#116.168mph#38' 58.47
9#jules croft#750cc suzuki#115.868mph#39' 04.53
10#stephen mcllvenna#600cc yamaha#115.618mph#39' 09.59
