rank#title#studio#director (s)#worldwide gross
1#star wars episode i : the phantom menace#20th century fox / lucasfilm#george lucas#$924317 , 558
2#the sixth sense#hollywood pictures / blinding edge#m. night shyamalan#$672806 , 292
3#toy story 2#disney / pixar#john lasseter and lee unkrich#$485015 , 179
4#the matrix#warner bros#andy & larry wachowski#$460379 , 930
5#tarzan#walt disney pictures#kevin lima and chris buck#$448191 , 819
6#the mummy#universal studios / amblin entertainment#stephen sommers#$415933 , 406
7#notting hill#universal studios#roger michell#$363889 , 678
8#the world is not enough#mgm#michael apted#$361832 , 400
9#american beauty#dreamworks#sam mendes#$356296 , 601
10#austin powers : the spy who shagged me#new line cinema#jay roach#$312016 , 858
11#runaway bride#paramount / touchstone#garry marshall#$309457 , 509
12#stuart little#columbia pictures#rob minkoff#$300135 , 367
13#the green mile#warner bros#frank darabont#$290701 , 374
14#the blair witch project#haxan films#eduardo sã¡nchez and daniel myrick#$248639 , 099
15#american pie#universal studios#paul weitz#$235483 , 004
16#big daddy#columbia pictures#dennis dugan#$234801 , 895
17#wild wild west#warner bros#barry sonnenfeld#$222105 , 681
18#entrapment#20th century fox#jon amiel#$212404 , 396
19#end of days#universal studios#peter hyams#$211989 , 043
20#sleepy hollow#paramount pictures#tim burton#$206071 , 502
