year#name#date#stages#distance#winner#time
1982#marlboro tour#22 april - 9 may#15#2192 km#jacinto sicam ( phi )#61:29:17
1983#marlboro tour#16 april - 1 may#14#2313.11 km#romeo bonzo ( phi )#63:54:31
1984#marlboro tour#26 may - 10 june#14#2464 km#ruben carino ( phi )#68:08:49
1985#marlboro tour#18 april - 12 may#21#3668.97 km#pepito calip ( phi )#97:04:42
1986#marlboro tour#26 april - 11 may#10#2900.77 km#rolando pagnanawon ( phi )#77:39:53
1987#marlboro tour#21 may - 7 june#17#3282 km#reynaldo dequito ( phi )#88:06:50
1988#marlboro tour#28 april - 15 may#17#3544.53 km#armando catalan ( phi )#94:44:03
1989#marlboro tour#26 april - 14 may#18#3539.47 km#gerardo igos ( phi )#95:40:23
1990#marlboro tour#18 april - 6 may#18#3317.42 km#manuel buenaventura ( phi )#95:58:38
1991#marlboro tour#25 april - 12 may#17#2373.61 km#bernardo llentada ( phi )#63:33:17
1992#marlboro tour#21 may - 7 june#17#2731.38 km#renato dolosa ( phi )#71:21:49
1993#marlboro tour#17 april - 9 may#21#3480 km#carlo guieb ( phi )#91:41:54
1994#marlboro tour#17 april - 9 may#20#3563 km#carlo guieb ( phi )#91:24:13
1995#marlboro tour#18 march - 8 april#19#3280.33 km#renato dolosa ( phi )#83:43:39
1996#marlboro tour#14 april - 5 may#19#3257.29 km#victor espiritu ( phi )#80:50:46
1997#marlboro tour#16 april - 4 may#16#2472 km#wong kam - po ( hkg )#62:06:28
1998#marlboro centennial tour#15 april - 3 may#16#2494 km#warren davadilla ( phi )#64:58:57
1999 - 2001#cancelled#cancelled#cancelled#cancelled#cancelled#cancelled
