branding#callsign#frequency#power (kw)#location
mor 103.1 baguio for life!#dzrr - fm#103.1 mhz#10 kw#baguio
mor 95.5 laoag for life!#dwel - fm#95.5 mhz#10 kw#laoag
mor 94.3 dagupan for life!#dwec - fm#94.3 mhz#10 kw#dagupan
mor 99.9 puerto princesa for life!#dycu - fm#99.9 mhz#5 kw#puerto princesa
mor 99.7 española for life!#dyea - fm#99.7 mhz#5 kw#sofronio española
mor 93.5 naga for life!#dwac - fm#93.5 mhz#10 kw#naga
mor 93.9 legazpi for life!#dwrd - fm#93.9 mhz#10 kw#legazpi
mor 91.1 iloilo for life!#dymc - fm#91.1 mhz#10 kw#iloilo
mor 101.5 bacolod for life!#dyoo - fm#101.5 mhz#10 kw#bacolod
mor 97.1 cebu for life!#dyls - fm#97.1 mhz#20 kw#cebu
mor 94.3 tacloban for life!#dytc - fm#94.3 mhz#10 kw#tacloban
mor 98.7 zamboanga for life!#dxfh - fm#98.7 mhz#10 kw#zamboanga
mor 91.9 cagayan de oro for life!#dxec - fm#91.9 mhz#10 kw#cagayan de oro
mor 101.1 davao for life!#dxrr - fm#101.1 mhz#20 kw#davao
mor 92.7 general santos for life!#dxbc - fm#92.7 mhz#10 kw#general santos
