rank#building#address#height#storeys#completed
1#la renaissance apartments#424 spadina crescent e#m (ft)#24#1983
2#hallmark place#311 6th ave n#m (ft)#27#1984
3#saskatoon square#410 22nd st e#m (ft)#17#1979
4#the terrace apartments#315 5th ave n#m (ft)#22#1980
5#radisson hotel#405 20th st e#m (ft)#20#1983
6#the view on fifth (formerly milroy apartments)#320 5th ave n#m (ft)#22#1968
7#the luther#1223 temperance st#m (ft)#22#1978
8#marquis towers#241 5th ave n#m (ft)#21#1966
9#carlton towers#325 5th ave n#m (ft)#21#1968
10#delta bessborough#601 spadina crescent e#m (ft)#10#1932
11#the tower at midtown (formerly cn tower)#201 1 st avenue south#m (ft)#12#1970
12#saskatoon towers#125 5th avenue north#m (ft)#19#1972
13#avord towers#606 spadina crescent east#m (ft)#14#1964
