#athlete (noc)#shooting#fencing#swimming#riding#running#total
1#eli bremer#168 (952 pts)#25 - 15 (940 pts)#2:05.63 (1296 pts)#70.07 (1144 pts)#9:48.50 (1048 pts)#5380
2#yaniel velazquez#182 (1120 pts)#24 - 16 (920 pts)#2:12.80 (1208 pts)#92.82 (1024 pts)#9:42.55 (1072 pts)#5344
3#joshua riker - fox#177 (1060 pts)#28 - 12 (1000 pts)#2:14.37 (1188 pts)#77.63 (1080 pts)#10:00.25 (1000 pts)#5328
4#andres garcia#168 (952 pts)#22 - 18 (880 pts)#2:11.18 (1228 pts)#81.43 (1120 pts)#9:40.31 (1080 pts)#5260
5#cristian bustos#172 (1000 pts)#22 - 18 (880 pts)#2:19.33 (1128 pts)#79.20 (1136 pts)#9:38.05 (1088 pts)#5232
6#denis bowsher#182 (120 pts)#11 - 29 (660 pts)#2:08.95 (1256 pts)#68.46 (1144 pts)#9:55.01 (1020 pts)#5200
7#oscar soto#182 (1120 pts)#22 - 18 (880 pts)#2:14.70 (1184 pts)#73.17 (916 pts)#9:40.25 (1080 pts)#5180
8#daniel santos#161 (868 pts)#30 - 10 (1040 pts)#2:13.75 (1196 pts)#71.14 (1144 pts)#10:27.55 (892 pts)#5140
9#nikkos papadopolo#168 (952 pts)#18 - 22 (800 pts)#2:14.01 (1192 pts)#70.50 (1200 pts)#10:12.16 (952 pts)#5096
10#jose guitian#158 (832 pts)#22 - 18 (880 pts)#2:25.47 (1056 pts)#72.33 (1172 pts)#9:26.70 (1136 pts)#5076
11#wagner romao#168 (952 pts)#20 - 20 (840 pts)#2:12.21 (1216 pts)#74.03 (1084 pts)#10:04.00 (984 pts)#5076
12#gonzalo tisi#153 (772 pts)#24 - 16 (920 pts)#2:20.37 (1116 pts)#69.17 (1172 pts)#9:52.95 (1032 pts)#5012
13#tik maynard#157 (820 pts)#24 - 16 (896 pts)#2:19.83 (1124 pts)#62.38 (1144 pts)#9:57.95 (1012 pts)#4996
14#jesus abreu#158 (832 pts)#28 - 12 (1000 pts)#2:16.90 (1160 pts)#72.49 (1200 pts)#11:15.01 (700 pts)#4892
15#emmanuel zapata#154 (784 pts)#11 - 29 (660 pts)#2:14.69 (1184 pts)#72.41 (1172 pts)#10:05.70 (980 pts)#4780
16#julio benjamin#167 (940 pts)#22 - 18 (880 pts)#2:09.64 (1248 pts)#88.27 (940 pts)#11:17.76 (692 pts)#4700
17#eduardo salas#145 (676 pts)#10 - 30 (640 pts)#2:16.63 (1164 pts)#60.36 (1060 pts)#9:41.36 (1076 pts)#4616
18#armando acosta#169 (964 pts)#20 - 20 (840 pts)#2:35.31 (940 pts)#94.36 (888 pts)#11:00.00 (760 pts)#4392
19#luis siri#156 (808 pts)#11 - 29 (660 pts)#2:26.38 (1044 pts)#97.62 (1004 pts)#11:24.00 (664 pts)#4180
20#luis benavides#177 (1060 pts)#8 - 32 (600 pts)#2:39.12 (892 pts)#73.57 (1144 pts)#12:15.45 (460 pts)#4156
