name#years#area#authority#decile#roll
ahuroa school#1 - 8#ahuroa#state#7#80
coatesville school#1 - 6#coatesville#state#10#250
dairy flat school#1 - 8#dairy flat#state#10#251
hare krishna school#1 - 8#kumeu#state integrated#5#92
helensville primary school#1 - 8#helensville#state#5#422
huapai district school#1 - 8#huapai#state#9#458
kaipara flats school#1 - 6#kaipara flats#state#9#85
kaukapakapa school#1 - 8#kaukapakapa#state#8#252
leigh school#1 - 6#leigh#state#5#54
mahurangi christian school#1 - 8#snells beach#state integrated#8#37
matakana school#1 - 6#matakana#state#9#325
pakiri school#1 - 8#pakiri#state#6#19
parakai school#1 - 8#parakai#state#3#164
riverhead school#1 - 8#riverhead#state#8#290
snells beach primary#1 - 6#snells beach#state#8#228
tapora school#1 - 8#tapora#state#6#33
tauhoa school#1 - 8#tauhoa#state#7#44
taupaki school#1 - 8#taupaki#state#10#264
tomarata school#1 - 8#tomarata#state#7#144
waimauku school#1 - 8#waimauku#state#10#641
wainui school#1 - 8#wainui#state#10#209
waioneke school#1 - 8#waioneke#state#7#87
waitoki school#1 - 8#waitoki#state#10#87
warkworth primary school#1 - 6#warkworth#state#8#536
wellsford school#1 - 8#wellsford#state#4#328
woodhill school#1 - 8#woodhill#state#7#112
