date#opponent#score#loss#time#att#record
august 1#mariners#12 - 1#garcía (9 - 11)#2:52#39337#58 - 51
august 2#mariners#0 - 10#wright (0 - 5)#2:22#45719#58 - 52
august 3#mariners#2 - 8#buehrle (9 - 11)#2:57#45632#58 - 53
august 4#royals#9 - 13#schoeneweis (2 - 2)#3:26#43922#58 - 54
august 5#royals#5 - 4#snyder (1 - 6)#2:58#38973#59 - 54
august 6#royals#4 - 3#wilson (5 - 2)#2:55#25348#60 - 54
august 8#athletics#3 - 2#mulder (15 - 8)#1:53#24118#61 - 54
august 9#athletics#2 - 7#garland (8 - 8)#3:01#36151#61 - 55
august 10#athletics#5 - 1#harden (3 - 1)#2:45#29442#62 - 55
august 11#angels#8 - 10#colón (10 - 10)#3:13#35889#62 - 56
august 12#angels#10 - 4#ortiz (13 - 10)#3:17#36458#63 - 56
august 13#angels#1 - 2#buehrle (10 - 12)#2:27#37563#63 - 57
august 14#angels#1 - 5#garland (8 - 9)#2:46#35056#63 - 58
august 15#rangers#5 - 11#loaiza (15 - 6)#2:46#21186#63 - 59
august 16#rangers#8 - 12#colón (10 - 11)#2:50#40072#63 - 60
august 17#rangers#4 - 6#marte (4 - 2)#2:46#17015#63 - 61
august 18#angels#4 - 2#washburn (9 - 12)#2:07#32381#64 - 61
august 19#angels#5 - 2#shields (3 - 4)#2:31#22396#65 - 61
august 20#angels#5 - 3#lackey (8 - 12)#2:49#17879#66 - 61
august 21#rangers#7 - 3#lewis (6 - 8)#2:48#18305#67 - 61
august 22#rangers#7 - 1#dominguez (0 - 2)#2:34#36311#68 - 61
august 23#rangers#13 - 2#valdez (7 - 8)#2:22#33721#69 - 61
august 24#rangers#0 - 5#garland (9 - 10)#2:26#29364#69 - 62
august 26#yankees#13 - 2#clemens (12 - 8)#2:59#38884#70 - 62
august 27#yankees#11 - 2#wells (12 - 5)#3:09#40654#71 - 62
august 28#yankees#5 - 7#cotts (1 - 1)#3:11#40569#71 - 63
august 29#tigers#4 - 8#buehrle (11 - 13)#2:44#15828#71 - 64
august 30#tigers#5 - 2#maroth (6 - 19)#2:44#15786#72 - 64
august 31#tigers#6 - 1#cornejo (6 - 14)#2:28#15873#73 - 64
