rank#rider#mon 18 aug#tues 19 aug#wed 20 aug#thurs 21 aug#fri 22 aug
1#james mccullagh 750cc suzuki#cancelled no time#21' 03.68 107.486mph#20' 40.80 109.468mph#—— no time#19' 06.76 118.445mph
2#adam barclay 750cc suzuki#cancelled no time#19' 51.52 114.014mph#—— no time#19' 12.43 117.862mph#—— no time
3#michael weldon 750cc suzuki#cancelled no time#—— no time#19' 54.15 113.744mph#21' 12.41 106.749mph#19' 13.10 115.983mph
4#scott wilson 750cc suzuki#cancelled no time#20' 57.20 108.040mph#19' 31.48 115.945mph#—— no time#19' 13.36 117.768mph
5#ryan mccay 750cc suzuki#cancelled no time#—— no time#—— no time#—— no time#19' 22.38 116.854mph
6#phillip mcgurk 600cc honda#cancelled no time#20' 27.37 112.008mph#20' 05.12 112.709mph#19' 31.60 115.993mph#19' 32.27 115.867mph
7#mickey fitzpatrick 600cc honda#cancelled no time#20' 27.37 110.666mph#20' 21.48 111.200mph#20' 07.51 112.486mph#19' 40.71 115.040mph
8#michael russell 750cc suzuki#cancelled no time#—— no time#20' 14.42 111.846mph#20' 06.18 112.610mph#19' 43.70 114.749mph
9#wayne kirwan 600cc yamaha#cancelled no time#20' 53.85 108.329mph#20' 35.80 109.911mph#—— no time#19' 44.05 114.715mph
10#ryan kneen 750cc suzuki#cancelled no time#21' 57.33 103.109mph#21' 08.05 117.006mph#20' 23.72 110.996mph#19' 45.85 114.542mph
11#kevin fitzpatrick 750cc suzuki#cancelled no time#23' 03.92 97.935mph#21' 01.43 107.678mph#—— no time#19' 45.86 114.540mph
12#simon fulton 750cc suzuki#cancelled no time#20' 51.06 108.571mph#20' 03.42 112.869mph#—— no time#19' 47.20 114.450mph
13#trevor ferguson 750cc suzuki#cancelled no time#20' 53.85 108.329mph#20' 35.80 109.911mph#20' 50.82 111.717mph#19' 49.46 114.145mph
14#peter symes 750cc suzuki#cancelled no time#20' 50.08 108.655mph#20' 19.74 111.358mph#20' 06.01 112.626mph#19' 53.20 113.835mph
15#stephen mcllvenna 600cc yamaha#cancelled no time#20' 39.26 109.604mph#19' 57.52 113.425mph#19' 54.33 113.728mph#19' 53.47 113.809mph
16#glyn jones 750cc suzuki#cancelled no time#—— no time#20' 47.24 108.903mph#—— no time#19' 54.41 113.720mph
17#andrew jackson 600cc honda#cancelled no time#—— no time#20' 07.89 112.450mph#20' 02.62 112.943mph#20' 07.82 112.457mph
18#bill callister 600cc honda#cancelled no time#20' 37.06 109.799mph#20' 05.81 112.645mph#20' 24.70 110.908mph#20' 29.17 110.504mph
