date#opponent#score#loss#attendance#record
may 1#marlins#7 - 6#reed (1 - 1)#43583#8 - 15
may 2#marlins#2 - 1#armstrong (2 - 3)#41370#9 - 15
may 4#cubs#14 - 13#mcelroy (1 - 1)#32199#10 - 15
may 5#cubs#3 - 2#reynoso (1 - 1)#20266#10 - 16
may 6#braves#13 - 3#nied (3 - 3)#50618#10 - 17
may 7#braves#13 - 5#parrett (0 - 1)#65429#10 - 18
may 8#braves#8 - 7#fredrickson (0 - 1)#64614#10 - 19
may 9#braves#12 - 7#reed (1 - 2)#70786#10 - 20
may 10#giants#7 - 4#wilson (0 - 3)#50705#11 - 20
may 11#giants#5 - 3#nied (3 - 4)#49072#11 - 21
may 12#giants#8 - 2#henry (2 - 3)#50105#11 - 22
may 13#giants#13 - 8#ruffin (1 - 2)#58833#11 - 23
may 14#reds#13 - 5#ashby (0 - 3)#48352#11 - 24
may 15#reds#5 - 3#reynoso (2 - 2)#49697#11 - 25
may 16#reds#14 - 2#nied (3 - 5)#35434#11 - 26
may 17#padres#4 - 0#henry (2 - 4)#15251#11 - 27
may 18#padres#2 - 1#rodriguez (1 - 2)#15347#12 - 27
may 19#padres#7 - 3#painter (0 - 1)#12773#12 - 28
may 20#padres#5 - 4#holmes (0 - 3)#22098#12 - 29
may 21#dodgers#8 - 0#nied (3 - 6)#51818#12 - 30
may 22#dodgers#4 - 3#henry (2 - 5)#50537#12 - 31
may 23#dodgers#4 - 0#blair (1 - 1)#48343#12 - 32
may 25#astros#7 - 5#hernandez (2 - 1)#18812#13 - 32
may 26#astros#3 - 2#jones (1 - 4)#22267#14 - 32
may 27#astros#8 - 0#nied (3 - 7)#22372#14 - 33
may 28#phillies#15 - 9#henry (2 - 6)#58312#14 - 34
may 29#phillies#6 - 0#blair (1 - 2)#56263#14 - 35
may 30#phillies#18 - 1#painter (0 - 2)#56710#14 - 36
may 31#pirates#6 - 2#wakefield (3 - 5)#47665#15 - 36
