average population (x 1000)#live births 1#deaths 1#natural change 1#crude birth rate (per 1000)#crude death rate (per 1000)#natural change (per 1000)
6 703#252 000#97 000#155 000#37.6#14.4#25.9
6 831#256 000#98 000#158 000#37.5#14.4#26.3
7 042#264 000#101 000#163 000#37.5#14.4#26.8
7 316#262 000#104 000#158 000#35.8#14.4#25.7
7 637#286 000#106 000#180 000#37.5#14.4#27.7
7 992#300 000#109 000#191 000#37.5#12.9#28.2
8 371#313 000#112 000#201 000#37.4#12.9#28.8
8 765#326 000#115 000#211 000#37.2#12.9#29.2
9 169#340 000#116 000#224 000#37.1#12.9#29.7
9 581#354 000#118 000#236 000#36.9#12.9#29.9
9 995#371 800#121 000#250 800#37.2#11.3#30.6
10 480#377 000#124 000#253 000#36.0#11.3#24.1
10 958#368 300#127 000#241 300#33.6#11.3#22.0
11 321#352 400#125 000#227 400#31.1#11.3#20.1
11 610#330 500#125 000#205 500#28.5#11.3#17.7
11 910#320 600#124 000#196 600#26.9#9.6#16.5
12 185#313 500#124 000#189 500#25.7#9.6#15.6
12 456#307 200#123 000#184 200#24.7#9.6#14.8
12 694#302 000#121 000#181 000#23.8#9.6#14.3
12 900#302 200#122 000#180 200#23.4#9.6#13.9
13 105#306 700#121 000#185 700#23.4#9.2#17.4
13 320#317 400#124 000#193 400#23.8#9.2#14.4
13 533#318 600#125 000#193 600#23.5#9.2#14.2
13 742#321 100#126 000#195 100#23.4#9.2#14.1
13 955#338 300#127 000#211 300#24.2#9.2#15.1
14 136#343 700#127 000#216 700#24.3#8.8#15.3
14 279#350 400#128 000#222 400#24.5#8.8#15.6
14 425#349 400#128 000#221 400#24.2#8.8#15.3
14 588#355 300#127 000#228 300#24.4#8.8#15.6
14 753#354 320#113 687#240 633#24.0#8.8#16.3
14 919#356 013#119 078#236 935#23.9#8.0#15.9
15 096#367 950#120 974#246 976#24.4#8.0#16.4
15 279#373 416#120 165#253 251#24.4#7.9#16.6
15 463#378 577#123 807#254 770#24.5#8.0#16.5
15 647#399 403#129 796#269 607#25.5#8.3#17.2
15 780#396 929#126 786#270 143#25.2#8.0#17.1
15 965#410 846#119 149#291 697#25.7#7.5#18.3
16 167#417 139#122 835#294 304#25.8#7.6#18.2
16 362#407 116#126 898#280 218#24.9#7.8#17.1
16 537#382 269#126 378#255 891#23.1#7.6#15.5
16 670#362 081#128 576#233 505#22.2#7.9#14.3
16 525#353 174#134 324#218 850#21.5#8.2#13.3
16 440#337 612#137 518#200 094#20.5#8.4#12.1
16 381#315 482#156 070#159 412#19.3#9.5#9.8
16 146#305 624#160 339#145 285#18.9#9.9#9.0
15 816#276 125#168 656#107 469#17.5#10.7#6.8
15 578#253 175#166 028#87 147#16.3#10.7#5.6
15 334#232 356#160 138#72 218#15.2#10.4#4.7
15 072#222 380#154 314#68 066#14.8#10.2#4.5
14 928#217 578#147 416#70 162#14.6#9.9#4.7
14 882#222 054#149 778#72 276#14.9#10.1#4.9
14 854#221 487#147 876#73 611#14.9#10.0#5.0
14 854#227 171#149 381#77 790#15.3#10.1#5.2
14 901#247 946#155 277#92 669#16.6#10.4#6.2
15 013#273 028#152 250#120 778#18.2#10.1#8.1
15 147#278 977#157 121#121 856#18.4#10.4#8.0
15 307#301 756#157 210#144 546#19.7#10.3#9.4
15 481#321 963#158 297#163 666#20.8#10.2#10.6
15 672#356 575#152 706#203 869#22.8#9.7#13.1
15 989#357 552#142 780#214 772#22.0#9.0#13.0
16 324#367 752#145 875#221 877#22.5#8.9#13.6
16 559#372 544#144 213#228 331#22.5#8.7#13.8
16 900#379 121#141 220#237 901#22.5#8.4#14.1
