date#opponent#score#loss#attendance#record
may 1#royals#8 - 0#williams (0 - 2)#12046#11 - 13
may 2#twins#3 - 2 (10)#crabtree (1 - 2)#30226#11 - 14
may 3#twins#6 - 5#ritchie (2 - 3)#29150#12 - 14
may 4#twins#1 - 0#tewksbury (1 - 5)#29114#13 - 14
may 5#tigers#3 - 1#olivares (1 - 2)#27169#14 - 14
may 6#tigers#2 - 1 (10)#jones (1 - 2)#26294#15 - 14
may 7#indians#7 - 1#person (0 - 2)#42463#15 - 15
may 8#indians#4 - 3#ogea (2 - 3)#42567#16 - 15
may 9#twins#4 - 1#rodriguez (1 - 3)#13277#17 - 15
may 10#twins#6 - 4#swindell (2 - 2)#20932#18 - 15
may 11#twins#3 - 2#aldred (1 - 5)#32552#19 - 15
may 12#twins#12 - 2#carpenter (0 - 1)#10830#19 - 16
may 13#tigers#4 - 0#guzmán (3 - 3)#9992#19 - 17
may 14#tigers#7 - 2#moehler (2 - 3)#11788#20 - 17
may 16#indians#5 - 2#hershiser (3 - 2)#35195#21 - 17
may 17#indians#8 - 1#williams (1 - 3)#36220#21 - 18
may 18#indians#8 - 6#carpenter (0 - 2)#31137#21 - 19
may 20#yankees#2 - 0#pettitte (6 - 2)#20220#22 - 19
may 21#yankees#4 - 1#rogers (3 - 2)#19863#23 - 19
may 23#angels#12 - 2#guzmán (3 - 4)#30209#23 - 20
may 24#angels#3 - 1#williams (1 - 4)#28351#23 - 21
may 25#angels#4 - 3 (11)#delucia (4 - 2)#28180#24 - 21
may 26#rangers#8 - 1#santana (2 - 2)#28113#25 - 21
may 27#rangers#15 - 5#person (0 - 3)#28126#25 - 22
may 28#yankees#6 - 4#guzmán (3 - 5)#32338#25 - 23
may 29#yankees#4 - 0#williams (1 - 5)#43155#25 - 24
may 30#athletics#12 - 7#hentgen (5 - 2)#11004#25 - 25
may 31#athletics#13 - 3#telgheder (1 - 3)#15027#26 - 25
