no#hanyu#tongyong#pe̍h - ōe - jī#chinese#area (km square)#no. of villages#population (2010)
1#yancheng#yancheng#iâm - tiâⁿ#鹽埕區#1.4161#21#27651
2#gushan#gushan#kó͘ - san#鼓山區#14.7458#38#129521
3#zuoying#zuoying#chó - iâⁿ#左營區#19.3888#44#189944
4#nanzi#nanzih#lâm - chú#楠梓區#25.8276#37#171906
5#sanmin#sanmin#sam - bîn#三民區#19.7866#88#355097
6#xinxing#sinsing#sin - heng#新興區#1.9764#32#55744
7#qianjin#cianjin#chiân - kim#前金區#1.8573#20#29208
8#lingya#lingya#lêng - ngá#苓雅區#8.1522#69#185021
9#qianzhen#cianjhen#chiân - tìn#前鎮區#19.1207#61#199951
10#qijin#cijin#kî - tin#旗津區#1.4639#13#29975
11#xiaogang#siaogang#sió - káng#小港區#39.8573#38#153896
12#fengshan#fongshan#hōng - soaⁿ#鳳山區#26.7590#78#339952
13#linyuan#linyuan#lîm - hn̂g#林園區#32.2860#24#70770
14#daliao#daliao#toā - liâu#大寮區#71.0400#25#109257
15#dashu#dashu#toā - chhiū#大樹區#66.9811#18#44230
16#dashe#dashe#toā - siā#大社區#26.5848#9#32808
17#renwu#renwu#jîn - bú#仁武區#36.0808#16#70242
18#niaosong#niaosong#chiáu - chhêng#鳥松區#24.5927#7#42135
19#gangshan#gangshan#kong - san#岡山區#47.9421#33#97095
20#qiaotou#ciaotou#kiô - thâu#橋頭區#25.9379#17#36284
21#yanchao#yanchao#iàn - châu#燕巢區#65.3950#11#31059
22#tianliao#tianliao#chhân - liâu#田寮區#92.6802#10#8325
23#alian#alian#a - lian#阿蓮區#34.6164#12#30613
24#luzhu#lujhu#lō͘ - tek#路竹區#48.4348#20#54137
25#hunei#hunei#ô͘ - lāi#湖內區#20.1615#14#28697
26#qieding#cieding#ka - tiāⁿ#茄萣區#15.7624#15#31583
27#yong'an#yong - an#éng - an#永安區#22.6141#6#14253
28#mituo#mituo#mî - tô#彌陀區#14.7772#12#20613
29#ziguan#zihguan#chú - koaⁿ#梓官區#11.5967#15#36867
30#qishan#cishan#kî - san#旗山區#94.6122#21#40368
31#meinong#meinong#bi - long#美濃區#120.0316#19#43444
32#liugui#liouguei#la̍k - ku#六龜區#194.1584#12#15354
33#jiaxian#jiasian#kah - sian#甲仙區#124.0340#7#7616
34#shanlin#shanlin#sam - nâ#杉林區#104.0036#7#11102
35#neimen#neimen#lāi - mn̂g#內門區#95.6224#18#16085
36#maolin#maolin#bō͘ - lîm#茂林區#194.0000#3#1850
37#taoyuan#taoyuan#thô - goân#桃源區#928.9800#8#4777
