date#opponent#score#loss#record
september 1#white sox#10 - 2#peters (15 - 8)#77 - 59
september 2#white sox#4 - 1#lonborg (18 - 7)#77 - 60
september 3#white sox#4 - 0#stange (8 - 9)#77 - 61
september 4#senators#5 - 2#morehead (4 - 3)#77 - 62
september 4#senators#6 - 4#lines (1 - 5)#78 - 62
september 5#senators#8 - 2#bertaina (4 - 5)#79 - 62
september 7#yankees#3 - 1#stottlemyre (14 - 12)#80 - 62
september 8#yankees#5 - 2#stange (8 - 10)#80 - 63
september 9#yankees#7 - 1#barber (9 - 16)#81 - 63
september 10#yankees#9 - 1#downing (13 - 9)#82 - 63
september 12#athletics#3 - 1#hunter (11 - 15)#83 - 63
september 13#athletics#4 - 2#aker (3 - 8)#84 - 63
september 15#orioles#6 - 2#morehead (5 - 4)#84 - 64
september 16#orioles#4 - 1#lonborg (20 - 8)#84 - 65
september 17#orioles#5 - 2#bell (12 - 12)#84 - 66
september 18#tigers#6 - 5 (10)#marshall (1 - 3)#85 - 66
september 19#tigers#4 - 2#lolich (11 - 13)#86 - 66
september 20#indians#5 - 4#culver (7 - 3)#87 - 66
september 21#indians#6 - 5#hargan (14 - 13)#88 - 66
september 22#orioles#10 - 0#stephenson (3 - 1)#88 - 67
september 22#orioles#10 - 3#richert (9 - 16)#89 - 67
september 23#orioles#7 - 5#wyatt (10 - 7)#89 - 68
september 24#orioles#11 - 7#phoebus (14 - 9)#90 - 68
september 26#indians#6 - 3#bell (13 - 13)#90 - 69
september 27#indians#6 - 0#lonborg (21 - 9)#90 - 70
september 30#twins#6 - 4#kline (7 - 1)#91 - 70
