month#avg high#avg low#mean avg#precip#record high#record low
jan#46°f#35°f#41°f#4.49 in#64°f (2005)#18°f (1996)
feb#50°f#36°f#43°f#3.67 in#66°f (1992)#19°f (2006)
mar#54°f#38°f#46°f#3.84 in#78°f (2004)#28°f (2006)
apr#58°f#42°f#50°f#2.84 in#83°f (1987)#32°f (1991)
may#65°f#47°f#56°f#2.10 in#89°f (2005)#35°f (2002)
jun#69°f#52°f#61°f#1.68 in#92°f (2002)#42°f (1991)
jul#75°f#55°f#65°f#0.97 in#103°f (2009)#48°f (2002)
aug#76°f#57°f#66°f#0.97 in#93°f (1990)#47°f (2000)
sep#71°f#52°f#62°f#1.71 in#93°f (1988)#42°f (2000)
oct#60°f#46°f#53°f#3.32 in#87°f (1987)#29°f (1991)
nov#52°f#40°f#46°f#4.92 in#66°f (1997)#20°f (2006)
