name#height#weight#spike#2008 club
bian hongmin#m ()#kg (lb)#cm (in)#zhejiang
yuan zhi#m ()#kg (lb)#cm (in)#liaoning
guo peng#m ()#kg (lb)#cm (in)#army
shi hairong#m ()#kg (lb)#cm (in)#jiangsu
cui jianjun#m ()#kg (lb)#cm (in)#henan
jiao shuai#m ()#kg (lb)#cm (in)#henan
yu dawei#m ()#kg (lb)#cm (in)#shangdong
shen qiong#m ()#kg (lb)#cm (in)#shanghai
jiang fudong#m ()#kg (lb)#cm (in)#sichuan
ren qi#m ()#kg (lb)#cm (in)#shanghai
sui shengsheng#m ()#kg (lb)#cm (in)#liaoning
fang yingchao#m ()#kg (lb)#cm (in)#shanghai
