name#round#overall pick#year#team
morris udall#…#…#1948#denver nuggets ( nbl )
lincoln richmond#…#…#1948#ft. wayne pistons
leon blevins#7#79#1950#indianapolis olympians
leo johnson#5#44#1951#ft. wayne pistons
roger johnson#…#…#1952#milwaukee hawks
ernie mccray#17#95#1960#cincinnati royals
warren rustand#4#31#1965#san francisco warriors
bill davis#12#160#1968#phoenix suns
michael foster#…#…#1970#indiana pacers ( aba )
tom lee#9#147#1971#philadelphia 76ers
eddie myers#10#160#1971#baltimore bullets ( miami floridians (aba))
bill warner#11#170#1971#buffalo braves ( new york nets (aba))
bruce anderson#7#101#1972#detroit pistons
eric money#2#33#1974#detroit pistons ( denver nuggets (aba))
coniel norman#3#37#1974#philadelphia 76ers (denver nuggets (aba))
al fleming#2#30#1976#phoenix suns
james rappis#5#77#1976#milwaukee bucks
bob elliott#2#42#1977#philadelphia 76ers
herman harris#2#43#1977#philadelphia 76ers
jerome gladney#8#164#1977#san antonio spurs
phil taylor#10#198#1978#denver nuggets
larry demic#1#9#1979#new york knicks
joe nehls#7#152#1980#houston rockets
ron davis#4#79#1981#washington bullets
robbie dosty#6#148#1981#golden state warriors
frank smith#8#177#1983#portland trail blazers
leon wood#1#10#1984#philadelphia 76ers
pete williams#4#89#1985#denver nuggets
eddie smith#7#158#1985#denver nuggets
tom tolbert#2#34#1988#charlotte hornets
steve kerr#2#50#1988#phoenix suns
sean elliott#1#3#1989#san antonio spurs
anthony cook#1#24#1989#phoenix suns
jud buechler#2#38#1990#seattle supersonics
brian williams#1#10#1991#orlando magic
sean rooks#2#30#1992#dallas mavericks
chris mills#1#22#1993#cleveland cavaliers
ed stokes#2#35#1993#miami heat
khalid reeves#1#12#1994#miami heat
damon stoudamire#1#7#1995#toronto raptors
joseph blair#2#35#1996#seattle supersonics
ben davis#2#43#1996#phoenix suns
reggie geary#2#56#1996#cleveland cavaliers
mike bibby#1#2#1998#vancouver grizzlies
michael dickerson#1#14#1998#houston rockets
miles simon#2#42#1998#orlando magic
jason terry#1#10#1999#atlanta hawks
a. j. bramlett#2#39#1999#cleveland cavaliers
richard jefferson#1#13#2001#houston rockets
gilbert arenas#2#31#2001#golden state warriors
michael wright#2#39#2001#new york knicks
loren woods#2#46#2001#minnesota timberwolves
luke walton#2#32#2003#los angeles lakers
andre iguodala#1#9#2004#philadelphia 76ers
channing frye#1#8#2005#new york knicks
salim stoudamire#2#31#2005#atlanta hawks
hassan adams#2#54#2006#new jersey nets
marcus williams#2#33#2007#san antonio spurs
jerryd bayless#1#11#2008#indiana pacers
jordan hill#1#8#2009#new york knicks
chase budinger#2#44#2009#detroit pistons
derrick williams#1#2#2011#minnesota timberwolves
solomon hill#1#23#2013#indiana pacers
grant jerrett#2#40#2013#portland trail blazers
