name#number#namesake#albedo feature name#area#current map
borealis#h - 1#borealis planitia#borea#north pole to 67° latitude#h - 1
victoria#h - 2#victoria rupes#aurora#0 to 90° longitude , 21 to 66° latitude#h - 2
shakespeare#h - 3#shakespeare crater#caduceata#90 to 180° longitude , 21 to 66° latitude#h - 3
raditladi#h - 4#raditladi basin#liguria#270 to 180° longitude , 21 to 66° latitude#h - 4
hokusai#h - 5#hokusai crater#apollonia#360 to 270° longitude , 21 to 66° latitude#h - 5
kuiper#h - 6#kuiper crater#tricrena#0 to 72° longitude , −22 to 22° latitude#h - 6
beethoven#h - 7#beethoven crater#solitudo lycaonis#72 to 144° longitude , −22 to 22° latitude#h - 7
tolstoj#h - 8#tolstoj crater#phaethontias#144 to 216° longitude , −22 to 22° latitude#h - 8
eminescu#h - 9#eminescu crater#solitudo criophori#216 to 288° longitude , −22 to 22° latitude#h - 9
derain#h - 10#derain crater#pieria#288 to 360° longitude , - 22 to 22° latitude#h - 10
discovery#h - 11#discovery rupes#solitudo hermae trismegisti#0 to 90° longitude , −21 to −66° latitude#h - 11
michelangelo#h - 12#michelangelo crater#solitudo promethei#90 to 180° longitude , −21 to - 66° latitude#h - 12
neruda#h - 13#neruda crater#solitudo persephones#180 to 270° longitude , −21 to - 66° latitude#h - 13
debussy#h - 14#debussy crater#cyllene#270 to 360° longitude , −21 to −66° latitude#h - 14
bach#h - 15#bach crater#australia#south pole to −67° latitude#h - 15
