name#years#area#authority#decile#roll
kaitieke school#1 - 8#kaitieke#state#8#11
kakahi school#1 - 8#kakahi#state#3#24
kirikau school#1 - 8#kirikau#state#6#3
manunui school#1 - 8#manunui#state#1#57
matiere school#1 - 8#matiere#state#2#19
national park school#1 - 8#national park#state#3#36
ngakonui valley school#1 - 8#taumarunui#state#3#74
ngapuke school#1 - 8#taumarunui#state#1#73
ohakune school#1 - 8#ohakune#state#5#249
ohura valley primary#1 - 8#ohura#state#3#22
ongarue school#1 - 8#ongarue#state#3#18
orautoha school#1 - 8#raetihi#state#8#16
owhango school#1 - 8#owhango#state#5#52
raetihi primary school#1 - 8#raetihi#state#1#143
ruapehu college#9 - 13#ohakune#state#3#169
st patrick 's catholic school#1 - 8#taumarunui#state integrated#4#89
tarrangower school#1 - 8#taumarunui#state#1#64
taumarunui high school#9 - 13#taumarunui#state#2#393
taumarunui primary school#1 - 8#taumarunui#state#1#144
te kura o nga iwi e toru ki taumarunui#1 - 8#taumarunui#state#2#28
tkkm o ngati rangi#1 - 8#ohakune#state#1#27
tokirima school#1 - 8#tokirima#state#6#5
turaki school#1 - 8#taumarunui#state#2#282
waiouru school#1 - 8#waiouru#state#9#89
