date#visitor#score#home#attendance#record#points
february 1#philadelphia#2 - 2#pittsburgh#5866#10 - 32 - 8#28
february 2#pittsburgh#3 - 7#ny rangers#17250#10 - 33 - 8#28
february 5#ny rangers#2 - 3#pittsburgh#4024#11 - 33 - 8#30
february 8#los angeles#4 - 2#pittsburgh#5933#11 - 34 - 8#30
february 9#pittsburgh#1 - 3#minnesota#12342#11 - 35 - 8#30
february 12#pittsburgh#0 - 2#st. louis#13235#11 - 36 - 8#30
february 15#oakland#4 - 4#pittsburgh#5277#11 - 36 - 9#31
february 16#montreal#4 - 0#pittsburgh#5882#11 - 37 - 9#31
february 19#boston#0 - 3#pittsburgh#3189#12 - 37 - 9#33
february 20#pittsburgh#0 - 3#detroit#12331#12 - 38 - 9#33
february 22#detroit#2 - 3#pittsburgh#8785#13 - 38 - 9#35
february 27#chicago#3 - 4#pittsburgh#6271#14 - 38 - 9#37
