rank by average#place#couple#perfect 40 s#total#number of dances#season#average
1#2nd#natasza urbańska & ján kliment#11#666#17#10#39.18
2#6th#oceana mahlmann & przemysław juszkiewicz#2#272#7#11#38.86
3#2nd#katarzyna glinka & stefano terrazzino#11#659#17#11#38.76
4#4th#patricia kazadi & łukasz czarnecki#8#462#12#12#38.5
5#1 st#anna mucha & rafał maserak#11#650#17#10#38.24
6#1 st#dorota gardias & andrej mosejcuk#7#573#15#9#38.2
7#1 st#julia kamińska & rafał maserak#10#644#17#11#37.88
8#3rd#mateusz damięcki & ewa szabatin#5#454#12#6#37.83
9#1 st#magdalena walach & cezary olszewski#8#643#17#7#37.82
10#2nd#justyna steczkowska & stefano terrazzino#7#565#15#6#37.67
11#3rd#marta żmuda - trzebiatowska & adam król#6#526#14#8#37.57
12#3rd#edyta górniak & ján kliment#5#525#14#12#37.5
13#2nd#paweł staliński & izabela janachowska#6#634#17#12#37.29
14#2nd#natalia lesz & łukasz czarnecki#3#633#17#8#37.24
15#1 st#monika pyrek & robert rowiński#7#632#17#12#37.18
16#1 st#krzysztof tyniec & kamila kajak#6#520#14#5#37.14
17#1 st#agata kulesza & stefano terrazzino#7#630#17#8#37.06
18#6th#maria niklińska & tomasz barański#2#295#8#12#36.88
19#1 st#katarzyna cichopek & marcin hakiel#3#516#14#2#36.86
20#2nd#bilguun ariunbaatar & janja lesar#8#623#17#13#36.65
21#2nd#bartek kasprzykowski & blanka winiarska#7#549#15#9#36.6
22#2nd#małgorzata foremniak & rafał maserak#3#509#14#2#36.36
23#1 st#kacper kuszewski & anna głogowska#3#615#17#13#36.18
24#4th#monika richardson & krzysztof hulboj#1#357#10#9#35.7
25#4th#katarzyna zielińska & rafał maserak#0#427#12#13#35.58
26#3rd#tamara arciuch & łukasz czarnecki#4#498#14#7#35.57
27#4th#przemysław sadowski & ewa szabatin#2#320#9#4#35.56
28#11th#halina mlynkova & robert rowiński#0#71#2#6#35.5
29#1 st#olivier janiak & kamila kajak#2#425#12#1#35.42
30#9th#aleksandra szwed & robert rowiński#1#177#5#11#35.4
31#1 st#rafał mroczek & aneta piotrowska#4#494#14#3#35.29
32#2nd#aleksandra kwaśniewska & rafał maserak#2#493#14#3#35.21
33#3rd#michał kwiatkowski & janja lesar#2#491#14#10#35.071
34#1 st#anna guzik & łukasz czarnecki#3#526#15#6#35.067
35#6th#zygmunt chajzer & blanka winiarska#1#280#8#10#35.0
36#2nd#peter j. lucas & dominika kublik - marzec#0#489#14#4#34.93
37#6th#alan andersz & blanka winiarska#2#279#8#8#34.88
38#4th#olga bołądź & łukasz czarnecki#3#417#12#11#34.75
39#2nd#witold paszt & anna głogowska#1#416#12#1#34.66
40#1 st#kinga rusin & stefano terrazzino#2#485#14#4#34.64
41#6th#wojciech łozowski & blanka winiarska#1#276#8#7#34.5
42#4th#katarzyna skrzynecka & marcin hakiel#1#240#7#1#34.29
43#6th#klaudia carlos & rafał maserak#0#137#4#1#34.25
44#3rd#jay delano & kamila kajak#1#408#12#9#34.0
44#8th#patrycja markowska & michał skawiński#0#136#4#2#34.0
44#10th#anna wendzikowska & michał stukan#0#136#4#13#34.0
47#9th#dariusz kordek & blanka winiarska#0#169#5#13#33.8
48#5th#bartosz obuchowicz & kinga jurecka#0#235#7#5#33.57
49#5th#joanna liszowska & robert kochanek#0#234#7#4#33.43
50#2nd#ivan komarenko & blanka winiarska#1#467#14#5#33.36
51#5th#elisabeth duda & mario di somma#0#332#10#7#33.2
52#7th#wojciech medyński & izabela janachowska#0#199#6#9#33.17
53#3rd#andrzej nejman & magdalena soszyńska - michno#0#298#9#1#33.11
54#2nd#mariusz pudzianowski & magdalena soszyńska - michno#2#562#17#7#33.06
55#3rd#weronika marczuk & ján kliment#1#462#14#13#33.0
