line#historic name#segment#gauge#tracks
trunk #—#oslo east – eidsvoll#standard#single
røros#hamar–grundset#hamar – grundset#cap#single
kongsvinger#—#lillestrøm – kongsvinger#standard#single
dovre#trondhjem–støren#støren – trondheim#cap#single
kongsvinger#border#kongsvinger – swedish border#standard#single
randsfjorden#—#vikersund – drammen#cap#single
randsfjorden#—#tyristrand – vikersund#cap#single
randsfjorden#—#randsfjord – tyristrand#cap#single
røros#aamodt#grundset – rena#cap#single
sørlandet#randsfjorden (branch)#hokksund – kongsberg#cap#single
drammen#—#drammen – oslo west#cap#single
krøderen#—#krøderen – vikersund#cap#single
røros#—#rena – koppang#cap#single
røros#—#singsås – støren#cap#single
røros#—#røros – singsås#cap#single
røros#—#koppang – røros#cap#single
sørlandet#jæren#stavanger – egersund#cap#single
østfold#smaalenene#oslo east – moss – halden#standard#single
østfold#smaalenene#halden – swedish border#standard#single
dovre#eidsvold–hamar#eidsvoll – hamar#standard#single
meråker#—#trondheim – swedish border#standard#single
vestfold#jarlsberg#larvik – drammen#cap#single
horten#—#skoppum – horten#cap#single
vestfold#jarlsberg#skien – larvik#cap#single
eastern østfold#smaalenene#ski – mysen – sarpsborg#standard#single
bergen#voss#bergen – voss#cap#single
dovre#røros#selsbakk – trondheim#cap#single
sulitjelma #—#sjønstå – fossen#750 mm#single
sulitjelma #—#fossen – hellarmo#750 mm#single
solør#kongsvinger–flisen#kongsvinger – flisa#standard#single
nesttun–os #—#osøren – nesttun#750 mm#single
dovre#hamar–sel#hamar – tretten#standard#single
brevik#—#brevik – eidanger#cap#single
lillesand–flaksvand #—#lillesand – flaksvand#cap#single
dovre#hamar–sel#tretten – otta#standard#single
urskog–høland#høland#bingfos – bjørkelangen#750 mm#single
setesdal#—#kristiansand – bygelandsfjord#cap#single
urskog–høland #—#bjørkelangen – skulerud#750 mm#single
gjøvik#north#grefsen – jaren#standard#single
gjøvik#north#jaren – røykenvik#standard#single
alnabru–grefsen#north#grefsen – alnabru#standard#single
tønsberg–eidsfoss #—#tønsberg – eidsfoss#cap#single
nordland#hell–sunnan#hell – stjørdal#standard#single
holmestrand–vittingfoss #—#holmestrand – vittingfoss#cap#single
nordland#hell–sunnan#stjørdal – levanger#standard#single
ofoten#—#narvik – swedish border#standard#single
gjøvik#north#oslo east – grefsen#standard#single
gjøvik#north#jaren – gjøvik#standard#single
skreia#—#reinsvoll – skreia#standard#single
valdres #—#eina – dokka#standard#single
valdres #—#dokka – tonsåsen#standard#single
urskog–høland #—#sørumsand – bingfos#750 mm#single
lier #—#lier – svangerstrand#cap#single
nordland#hell–sunnan#levanger – verdal#standard#single
flekkefjord#—#egersund – flekkefjord#cap#single
nordland #dunderland#tverråsen – storfoshei#standard#single
valdres #—#tonsåsen – aurdal#standard#single
