season#level#division#administration#position
1997#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#6th
1998#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#9th
1999#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#6th
2000#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#4th
2001#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#5th
2002#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#4th
2003#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#6th
2004#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#11th
2005#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#5th
2006#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#5th
2007#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#1st
2008#tier 2#ykkã¶nen (first division)#finnish fa (suomen palloliitto)#14th
2009#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#3rd
2010#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#10th
2011#tier 3#kakkonen (second division)#finnish fa (suomen palloliitto)#14th
2012#tier 4#kolmonen (second division)#helsinki & uusimaa (spl uusimaa)#1st
